slice;term;answer;ratio
EMO_ML:LINREG;вместе;26.2503;1.0
EMO_ML:LINREG;любитель;26.2404;1.0
EMO_ML:LINREG;ласковый;26.2134;1.0
EMO_ML:LINREG;полезная еда;26.1626;1.0
EMO_ML:LINREG;няша;26.1598;1.0
EMO_ML:LINREG;крейсер;26.1555;1.0
EMO_ML:LINREG;мамуля;26.1524;1.0
EMO_ML:LINREG;хотеть;26.0781;1.0
EMO_ML:LINREG;Сакура;26.031;1.0
EMO_ML:LINREG;превосходство;25.9908;1.0
EMO_ML:LINREG;великолепие;25.9647;1.0
EMO_ML:LINREG;любимец;25.9497;1.0
EMO_ML:LINREG;качели;25.933;1.0
EMO_ML:LINREG;красавица;25.9293;1.0
EMO_ML:LINREG;веранда;25.919;1.0
EMO_ML:LINREG;умиротворение;25.9154;1.0
EMO_ML:LINREG;повидло;25.9126;1.0
EMO_ML:LINREG;свидание;25.8696;1.0
EMO_ML:LINREG;заря;25.8374;1.0
EMO_ML:LINREG;дружище;25.8324;1.0
EMO_ML:LINREG;спортплощадка;25.8191;1.0
EMO_ML:LINREG;чемпионат;25.803;1.0
EMO_ML:LINREG;времена года;25.7229;1.0
EMO_ML:LINREG;пловец;25.7071;1.0
EMO_ML:LINREG;детишки;25.654;1.0
EMO_ML:LINREG;карамель;25.6334;1.0
EMO_ML:LINREG;беззаботность;25.6326;1.0
EMO_ML:LINREG;шалаш;25.6108;1.0
EMO_ML:LINREG;фауна;25.6083;1.0
EMO_ML:LINREG;утренний;25.5907;1.0
EMO_ML:LINREG;бодрость;25.5862;1.0
EMO_ML:LINREG;поддержка;25.5374;1.0
EMO_ML:LINREG;лучшая;25.4975;1.0
EMO_ML:LINREG;уверенность;25.4482;1.0
EMO_ML:LINREG;сыночек;25.4451;1.0
EMO_ML:LINREG;благородство;25.3425;1.0
EMO_ML:LINREG;дружить;25.3049;1.0
EMO_ML:LINREG;шанс;25.3038;1.0
EMO_ML:LINREG;свершение;25.2334;1.0
EMO_ML:LINREG;сияние;25.2076;1.0
EMO_ML:LINREG;вдохновение;25.1781;1.0
EMO_ML:LINREG;масленица;25.1614;1.0
EMO_ML:LINREG;кормление;25.1283;1.0
EMO_ML:LINREG;бро;25.093;1.0
EMO_ML:LINREG;творить;25.0864;1.0
EMO_ML:LINREG;воспитатель;25.0791;1.0
EMO_ML:LINREG;пожелание;25.0763;1.0
EMO_ML:LINREG;красоты;25.0571;1.0
EMO_ML:LINREG;бракосочетание;25.01;1.0
EMO_ML:LINREG;энергия;24.9783;1.0
EMO_ML:LINREG;целовать;24.971;1.0
EMO_ML:LINREG;мороженое;24.9685;1.0
EMO_ML:LINREG;утренняя зарядка;24.9604;1.0
EMO_ML:LINREG;учения;24.9546;1.0
EMO_ML:LINREG;карамелька;24.9301;1.0
EMO_ML:LINREG;Ялта;24.8946;1.0
EMO_ML:LINREG;произведение;24.8894;1.0
EMO_ML:LINREG;милый;24.8742;1.0
EMO_ML:LINREG;прогулка;24.8692;1.0
EMO_ML:LINREG;блины;24.8583;1.0
EMO_ML:LINREG;учёный;24.8465;1.0
EMO_ML:LINREG;тёплое;24.7862;1.0
EMO_ML:LINREG;свиданье;24.7759;1.0
EMO_ML:LINREG;научная фантастика;24.7724;1.0
EMO_ML:LINREG;роддом;24.7582;1.0
EMO_ML:LINREG;батя;24.7457;1.0
EMO_ML:LINREG;зимнее утро;24.6813;1.0
EMO_ML:LINREG;мяч;24.6793;1.0
EMO_ML:LINREG;союз;24.6264;1.0
EMO_ML:LINREG;хвала;24.5875;1.0
EMO_ML:LINREG;первенец;24.5842;1.0
EMO_ML:LINREG;площадка;24.5648;1.0
EMO_ML:LINREG;кукла;24.5488;1.0
EMO_ML:LINREG;училище;24.5281;1.0
EMO_ML:LINREG;красотища;24.5104;1.0
EMO_ML:LINREG;волшебство;24.5058;1.0
EMO_ML:LINREG;пончик;24.5054;1.0
EMO_ML:LINREG;академик;24.41;1.0
EMO_ML:LINREG;апрель;24.41;1.0
EMO_ML:LINREG;стимул;24.3302;1.0
EMO_ML:LINREG;покой;24.2871;1.0
EMO_ML:LINREG;компот;24.282;1.0
EMO_ML:LINREG;спокойствие;24.2657;1.0
EMO_ML:LINREG;быт;24.2535;1.0
EMO_ML:LINREG;триумф;24.249;1.0
EMO_ML:LINREG;воспитание;24.2462;1.0
EMO_ML:LINREG;гуманизм;24.2074;1.0
EMO_ML:LINREG;традиция;24.1908;1.0
EMO_ML:LINREG;одарённость;24.1906;1.0
EMO_ML:LINREG;предки;24.0959;1.0
EMO_ML:LINREG;дача;24.0576;1.0
EMO_ML:LINREG;благоустройство;24.0325;1.0
EMO_ML:LINREG;спортсмен;24.0251;1.0
EMO_ML:LINREG;дарить;24.025;1.0
EMO_ML:LINREG;профессионализм;23.9795;1.0
EMO_ML:LINREG;объятие;23.9618;1.0
EMO_ML:LINREG;отважный;23.9075;1.0
EMO_ML:LINREG;победитель;23.8693;1.0
EMO_ML:LINREG;интересное;23.8612;1.0
EMO_ML:LINREG;пароход;23.852;1.0
EMO_ML:LINREG;перспектива;23.836;1.0
EMO_ML:LINREG;опека;23.8315;1.0
EMO_ML:LINREG;свадьба;23.7907;1.0
EMO_ML:LINREG;сынок;23.7791;1.0
EMO_ML:LINREG;реставрация;23.7672;1.0
EMO_ML:LINREG;супружество;23.761;1.0
EMO_ML:LINREG;лучик;23.7474;1.0
EMO_ML:LINREG;честь;23.7399;1.0
EMO_ML:LINREG;фестиваль;23.6806;1.0
EMO_ML:LINREG;овсяное печенье;23.6721;1.0
EMO_ML:LINREG;нравоучение;23.6285;1.0
EMO_ML:LINREG;леденец;23.6187;1.0
EMO_ML:LINREG;ценность;23.6068;1.0
EMO_ML:LINREG;январь;23.6063;1.0
EMO_ML:LINREG;занятие;23.5977;1.0
EMO_ML:LINREG;рассвет;23.5606;1.0
EMO_ML:LINREG;лагуна;23.557;1.0
EMO_ML:LINREG;благодетель;23.5294;1.0
EMO_ML:LINREG;профессионал;23.5125;1.0
EMO_ML:LINREG;специалист;23.5101;1.0
EMO_ML:LINREG;приятельница;23.4844;1.0
EMO_ML:LINREG;необычный;23.47;1.0
EMO_ML:LINREG;ландыш;23.468;1.0
EMO_ML:LINREG;светило;23.3764;1.0
EMO_ML:LINREG;конфитюр;23.3721;1.0
EMO_ML:LINREG;красотка;23.3604;1.0
EMO_ML:LINREG;знаток;23.3589;1.0
EMO_ML:LINREG;философ;23.3314;1.0
EMO_ML:LINREG;фаворит;23.3087;1.0
EMO_ML:LINREG;прекрасный;23.3007;1.0
EMO_ML:LINREG;угощение;23.2979;1.0
EMO_ML:LINREG;потеха;23.2773;1.0
EMO_ML:LINREG;удобно;23.2681;1.0
EMO_ML:LINREG;шедевр;23.1982;1.0
EMO_ML:LINREG;красивая;23.197;1.0
EMO_ML:LINREG;классный;23.18;1.0
EMO_ML:LINREG;отдыхающий;23.1782;1.0
EMO_ML:LINREG;хохотушка;23.1628;1.0
EMO_ML:LINREG;люблю;23.155;1.0
EMO_ML:LINREG;торжество;23.1222;1.0
EMO_ML:LINREG;приятный;23.1195;1.0
EMO_ML:LINREG;прикольный;23.1094;1.0
EMO_ML:LINREG;поощрение;23.0958;1.0
EMO_ML:LINREG;кроватка;23.0811;1.0
EMO_ML:LINREG;совершенствование;23.063;1.0
EMO_ML:LINREG;пир;23.0322;1.0
EMO_ML:LINREG;фламенко;23.0254;1.0
EMO_ML:LINREG;брошь;22.9976;1.0
EMO_ML:LINREG;смелость;22.9908;1.0
EMO_ML:LINREG;искренность;22.9623;1.0
EMO_ML:LINREG;матушка;22.9559;1.0
EMO_ML:LINREG;уютное местечко;22.9305;1.0
EMO_ML:LINREG;вилла;22.8952;1.0
EMO_ML:LINREG;красота спасёт мир;22.8939;1.0
EMO_ML:LINREG;терраса;22.8596;1.0
EMO_ML:LINREG;племянники;22.8265;1.0
EMO_ML:LINREG;каша;22.7745;1.0
EMO_ML:LINREG;дома;22.7713;1.0
EMO_ML:LINREG;пробежка;22.7545;1.0
EMO_ML:LINREG;камбуз;22.7435;1.0
EMO_ML:LINREG;закат;22.7399;1.0
EMO_ML:LINREG;симпатичный;22.7252;1.0
EMO_ML:LINREG;взаимность;22.7169;1.0
EMO_ML:LINREG;Добрыня;22.6995;1.0
EMO_ML:LINREG;санаторий;22.6959;1.0
EMO_ML:LINREG;Аврора;22.6925;1.0
EMO_ML:LINREG;дарование;22.6726;1.0
EMO_ML:LINREG;жаркий;22.6699;1.0
EMO_ML:LINREG;согласие;22.6575;1.0
EMO_ML:LINREG;обнимашки;22.6565;1.0
EMO_ML:LINREG;филолог;22.6472;1.0
EMO_ML:LINREG;детвора;22.6415;1.0
EMO_ML:LINREG;пряник;22.6298;1.0
EMO_ML:LINREG;офигенный;22.5825;1.0
EMO_ML:LINREG;хозяюшка;22.5678;1.0
EMO_ML:LINREG;девочка;22.5531;1.0
EMO_ML:LINREG;героиня;22.5472;1.0
EMO_ML:LINREG;чай;22.5458;1.0
EMO_ML:LINREG;просвещение;22.5448;1.0
EMO_ML:LINREG;конфеты;22.5381;1.0
EMO_ML:LINREG;бабушка;22.5373;1.0
EMO_ML:LINREG;храбрец;22.5372;1.0
EMO_ML:LINREG;февраль;22.5261;1.0
EMO_ML:LINREG;смузи;22.5236;1.0
EMO_ML:LINREG;папочка;22.499;1.0
EMO_ML:LINREG;тренинг;22.4926;1.0
EMO_ML:LINREG;плавание;22.4798;1.0
EMO_ML:LINREG;ягоды;22.4774;1.0
EMO_ML:LINREG;интеллигентность;22.4753;1.0
EMO_ML:LINREG;утопия;22.4711;1.0
EMO_ML:LINREG;впечатление;22.4695;1.0
EMO_ML:LINREG;сезон;22.4229;1.0
EMO_ML:LINREG;потепление;22.3967;1.0
EMO_ML:LINREG;ужин;22.3698;1.0
EMO_ML:LINREG;аэробика;22.3446;1.0
EMO_ML:LINREG;свадебное;22.3209;1.0
EMO_ML:LINREG;сестрёнка;22.3201;1.0
EMO_ML:LINREG;свидания;22.3161;1.0
EMO_ML:LINREG;счастливец;22.3109;1.0
EMO_ML:LINREG;гены;22.266;1.0
EMO_ML:LINREG;жёлудь;22.2651;1.0
EMO_ML:LINREG;индиго;22.2275;1.0
EMO_ML:LINREG;снежки;22.2251;1.0
EMO_ML:LINREG;близкие;22.2175;1.0
EMO_ML:LINREG;шоколадная;22.2152;1.0
EMO_ML:LINREG;подруга;22.2029;1.0
EMO_ML:LINREG;сюрприз;22.173;1.0
EMO_ML:LINREG;романтика;22.1717;1.0
EMO_ML:LINREG;диск;22.1708;1.0
EMO_ML:LINREG;курорт;22.1588;1.0
EMO_ML:LINREG;молодец;22.1568;1.0
EMO_ML:LINREG;уникум;22.1429;1.0
EMO_ML:LINREG;мишура;22.1358;1.0
EMO_ML:LINREG;идеология;22.1305;1.0
EMO_ML:LINREG;выпечка;22.1195;1.0
EMO_ML:LINREG;смешной;22.1167;1.0
EMO_ML:LINREG;оттепель;22.1144;1.0
EMO_ML:LINREG;пожалуйста;22.1141;1.0
EMO_ML:LINREG;объятия;22.1119;1.0
EMO_ML:LINREG;подружка;22.1111;1.0
EMO_ML:LINREG;фантазия;22.1051;1.0
EMO_ML:LINREG;весело;22.0775;1.0
EMO_ML:LINREG;обучение;22.0731;1.0
EMO_ML:LINREG;постоянство;22.048;1.0
EMO_ML:LINREG;путёвка;22.0464;1.0
EMO_ML:LINREG;доцент;22.0459;1.0
EMO_ML:LINREG;товарищество;22.0344;1.0
EMO_ML:LINREG;смешно;22.0343;1.0
EMO_ML:LINREG;сестрица;22.0165;1.0
EMO_ML:LINREG;учение;22.0062;1.0
EMO_ML:LINREG;гамак;21.9757;1.0
EMO_ML:LINREG;внук;21.9755;1.0
EMO_ML:LINREG;голкипер;21.9752;1.0
EMO_ML:LINREG;храбрость;21.9511;1.0
EMO_ML:LINREG;буфет;21.9479;1.0
EMO_ML:LINREG;эффект;21.9457;1.0
EMO_ML:LINREG;батенька;21.9124;1.0
EMO_ML:LINREG;помощница;21.9076;1.0
EMO_ML:LINREG;плед;21.8736;1.0
EMO_ML:LINREG;ёлочка;21.8556;1.0
EMO_ML:LINREG;подача;21.8334;1.0
EMO_ML:LINREG;институт;21.8311;1.0
EMO_ML:LINREG;персонаж;21.816;1.0
EMO_ML:LINREG;зарево;21.8011;1.0
EMO_ML:LINREG;жить;21.7965;1.0
EMO_ML:LINREG;преданность;21.7896;1.0
EMO_ML:LINREG;клоун;21.7511;1.0
EMO_ML:LINREG;юность;21.7305;1.0
EMO_ML:LINREG;плыть;21.7273;1.0
EMO_ML:LINREG;корж;21.7088;1.0
EMO_ML:LINREG;музей;21.659;1.0
EMO_ML:LINREG;плот;21.6536;1.0
EMO_ML:LINREG;кондитер;21.6412;1.0
EMO_ML:LINREG;свадебный;21.6382;1.0
EMO_ML:LINREG;познание;21.6302;1.0
EMO_ML:LINREG;сентябрь;21.6246;1.0
EMO_ML:LINREG;лидерство;21.6154;1.0
EMO_ML:LINREG;аттракцион;21.5907;1.0
EMO_ML:LINREG;мангал;21.5727;1.0
EMO_ML:LINREG;играть;21.5724;1.0
EMO_ML:LINREG;вера;21.5665;1.0
EMO_ML:LINREG;поцелуй;21.5607;1.0
EMO_ML:LINREG;комплимент;21.5568;1.0
EMO_ML:LINREG;премудрость;21.5509;1.0
EMO_ML:LINREG;духовность;21.5466;1.0
EMO_ML:LINREG;круассан;21.5401;1.0
EMO_ML:LINREG;уникальность;21.5184;1.0
EMO_ML:LINREG;невеста;21.5039;1.0
EMO_ML:LINREG;тепло;21.4848;1.0
EMO_ML:LINREG;кубок;21.4804;1.0
EMO_ML:LINREG;магистр;21.4786;1.0
EMO_ML:LINREG;красивое;21.4721;1.0
EMO_ML:LINREG;поляна;21.4578;1.0
EMO_ML:LINREG;кулинар;21.4568;1.0
EMO_ML:LINREG;год;21.4565;1.0
EMO_ML:LINREG;муж;21.4561;1.0
EMO_ML:LINREG;зенит;21.456;1.0
EMO_ML:LINREG;мыльная опера;21.4174;1.0
EMO_ML:LINREG;декабрь;21.399;1.0
EMO_ML:LINREG;сородич;21.3969;1.0
EMO_ML:LINREG;турист;21.386;1.0
EMO_ML:LINREG;советчик;21.3812;1.0
EMO_ML:LINREG;полдник;21.3776;1.0
EMO_ML:LINREG;сказочник;21.3761;1.0
EMO_ML:LINREG;вкусно;21.3201;1.0
EMO_ML:LINREG;аромат;21.3026;1.0
EMO_ML:LINREG;пионербол;21.2933;1.0
EMO_ML:LINREG;влечение;21.2735;1.0
EMO_ML:LINREG;игры;21.2718;1.0
EMO_ML:LINREG;танцы;21.2629;1.0
EMO_ML:LINREG;шоколад;21.2471;1.0
EMO_ML:LINREG;батончик;21.2449;1.0
EMO_ML:LINREG;везение;21.2346;1.0
EMO_ML:LINREG;кафе;21.2263;1.0
