slice;term;answer;ratio
EMO_ML:LINREG:EXT;мамы;60.966;1.0
EMO_ML:LINREG:EXT;радоваться;60.9171;1.0
EMO_ML:LINREG:EXT;совершенный;60.1997;1.0
EMO_ML:LINREG:EXT;безубыточный;60.1156;1.0
EMO_ML:LINREG:EXT;вальяжный;59.9607;1.0
EMO_ML:LINREG:EXT;уик-энд;59.8788;1.0
EMO_ML:LINREG:EXT;прельстительный;59.7071;1.0
EMO_ML:LINREG:EXT;веселье;59.6799;1.0
EMO_ML:LINREG:EXT;эстетичный;59.5335;1.0
EMO_ML:LINREG:EXT;брат;59.2999;1.0
EMO_ML:LINREG:EXT;дочка;59.1713;1.0
EMO_ML:LINREG:EXT;удовольствие;58.9792;1.0
EMO_ML:LINREG:EXT;беспристрастность;58.6966;1.0
EMO_ML:LINREG:EXT;дорогой сердцу;58.439;1.0
EMO_ML:LINREG:EXT;любезный сердцу;58.439;1.0
EMO_ML:LINREG:EXT;милый сердцу;58.439;1.0
EMO_ML:LINREG:EXT;счастье;58.4336;1.0
EMO_ML:LINREG:EXT;покоряющий;58.3288;1.0
EMO_ML:LINREG:EXT;непостижимый;57.9801;1.0
EMO_ML:LINREG:EXT;благолепный;57.9303;1.0
EMO_ML:LINREG:EXT;высокость;57.6633;1.0
EMO_ML:LINREG:EXT;неестественный;57.5825;1.0
EMO_ML:LINREG:EXT;благовидный;57.3455;1.0
EMO_ML:LINREG:EXT;дражайший;57.2728;1.0
EMO_ML:LINREG:EXT;благожелательный;57.1134;1.0
EMO_ML:LINREG:EXT;суфле;57.0751;1.0
EMO_ML:LINREG:EXT;кредитоспособный;57.0433;1.0
EMO_ML:LINREG:EXT;забота;56.9699;1.0
EMO_ML:LINREG:EXT;величие души;56.9582;1.0
EMO_ML:LINREG:EXT;нравственное величие;56.9582;1.0
EMO_ML:LINREG:EXT;атласный;56.7039;1.0
EMO_ML:LINREG:EXT;изведанный;56.6239;1.0
EMO_ML:LINREG:EXT;беспроигрышный;56.5863;1.0
EMO_ML:LINREG:EXT;разительный;56.5431;1.0
EMO_ML:LINREG:EXT;испытанный;56.5378;1.0
EMO_ML:LINREG:EXT;культура;56.4697;1.0
EMO_ML:LINREG:EXT;чрезвычайный;56.0363;1.0
EMO_ML:LINREG:EXT;доброжелательство;56.0058;1.0
EMO_ML:LINREG:EXT;отдыхать;55.9059;1.0
EMO_ML:LINREG:EXT;изнеженный;55.8628;1.0
EMO_ML:LINREG:EXT;знаменательный;55.855;1.0
EMO_ML:LINREG:EXT;головокружительный;55.8322;1.0
EMO_ML:LINREG:EXT;лакомство;55.5907;1.0
EMO_ML:LINREG:EXT;дружество;55.5156;1.0
EMO_ML:LINREG:EXT;ласковость;55.5134;1.0
EMO_ML:LINREG:EXT;еда;55.4036;1.0
EMO_ML:LINREG:EXT;добропорядочный;55.3638;1.0
EMO_ML:LINREG:EXT;единственный в своём роде;55.2945;1.0
EMO_ML:LINREG:EXT;свет очей;55.0943;1.0
EMO_ML:LINREG:EXT;разлюбезный;55.0624;1.0
EMO_ML:LINREG:EXT;игра;54.9625;1.0
EMO_ML:LINREG:EXT;загляденье;54.9474;1.0
EMO_ML:LINREG:EXT;отдых;54.7276;1.0
EMO_ML:LINREG:EXT;гений;54.7246;1.0
EMO_ML:LINREG:EXT;взрачный;54.5896;1.0
EMO_ML:LINREG:EXT;феерический;54.3557;1.0
EMO_ML:LINREG:EXT;сладостный;54.1478;1.0
EMO_ML:LINREG:EXT;благоразумный;54.0881;1.0
EMO_ML:LINREG:EXT;хорош собой;54.0401;1.0
EMO_ML:LINREG:EXT;прекрасен собой;54.0401;1.0
EMO_ML:LINREG:EXT;недурен собой;54.0401;1.0
EMO_ML:LINREG:EXT;лоснящийся;53.8748;1.0
EMO_ML:LINREG:EXT;благовоспитанный;53.5316;1.0
EMO_ML:LINREG:EXT;запахи детства;53.45;1.0
EMO_ML:LINREG:EXT;недотыка;53.4369;1.0
EMO_ML:LINREG:EXT;чудо;53.4025;1.0
EMO_ML:LINREG:EXT;казистый;53.3204;1.0
EMO_ML:LINREG:EXT;тортик;53.3198;1.0
EMO_ML:LINREG:EXT;свежесть;53.2705;1.0
EMO_ML:LINREG:EXT;сливание;53.035;1.0
EMO_ML:LINREG:EXT;разлюли малина;52.7915;1.0
EMO_ML:LINREG:EXT;родители;52.707;1.0
EMO_ML:LINREG:EXT;самобытный;52.6564;1.0
EMO_ML:LINREG:EXT;обычливый;52.6337;1.0
EMO_ML:LINREG:EXT;близкие отношения;52.4793;1.0
EMO_ML:LINREG:EXT;незабвенный;52.2798;1.0
EMO_ML:LINREG:EXT;восхищает глаз;52.1987;1.0
EMO_ML:LINREG:EXT;восхищает взгляд;52.1987;1.0
EMO_ML:LINREG:EXT;смачный;52.1883;1.0
EMO_ML:LINREG:EXT;хорош;52.1471;1.0
EMO_ML:LINREG:EXT;благорасположение;52.1424;1.0
EMO_ML:LINREG:EXT;ласкает взгляд;52.1294;1.0
EMO_ML:LINREG:EXT;ласкает глаз;52.1294;1.0
EMO_ML:LINREG:EXT;помпезный;52.0363;1.0
EMO_ML:LINREG:EXT;процветание;52.0177;1.0
EMO_ML:LINREG:EXT;повадный;51.977;1.0
EMO_ML:LINREG:EXT;природа;51.8934;1.0
EMO_ML:LINREG:EXT;первостатейный;51.7936;1.0
EMO_ML:LINREG:EXT;искусство;51.7511;1.0
EMO_ML:LINREG:EXT;любый;51.737;1.0
EMO_ML:LINREG:EXT;недотрога;51.6854;1.0
EMO_ML:LINREG:EXT;вафли;51.6776;1.0
EMO_ML:LINREG:EXT;ребёнок;51.6292;1.0
EMO_ML:LINREG:EXT;родной;51.6128;1.0
EMO_ML:LINREG:EXT;подарок;51.5461;1.0
EMO_ML:LINREG:EXT;шик-блеск;51.4716;1.0
EMO_ML:LINREG:EXT;мил;51.4306;1.0
EMO_ML:LINREG:EXT;угодный;51.2204;1.0
EMO_ML:LINREG:EXT;баской;51.2186;1.0
EMO_ML:LINREG:EXT;польза;51.0202;1.0
EMO_ML:LINREG:EXT;филантропия;51.0191;1.0
EMO_ML:LINREG:EXT;драгой;50.9981;1.0
EMO_ML:LINREG:EXT;мягкосердечность;50.911;1.0
EMO_ML:LINREG:EXT;радость;50.8974;1.0
EMO_ML:LINREG:EXT;пикник;50.7506;1.0
EMO_ML:LINREG:EXT;весёлость;50.5265;1.0
EMO_ML:LINREG:EXT;весёлый;50.3419;1.0
EMO_ML:LINREG:EXT;разубранный;50.309;1.0
EMO_ML:LINREG:EXT;ириска;50.2994;1.0
EMO_ML:LINREG:EXT;глаз не оторвёшь;50.2902;1.0
EMO_ML:LINREG:EXT;глаз не отведёшь;50.2902;1.0
EMO_ML:LINREG:EXT;любо-дорого глядеть;50.2902;1.0
EMO_ML:LINREG:EXT;не налюбуешься;50.2902;1.0
EMO_ML:LINREG:EXT;приглядный;50.2894;1.0
EMO_ML:LINREG:EXT;комплиментарный;50.2762;1.0
EMO_ML:LINREG:EXT;тип-топ;50.2718;1.0
EMO_ML:LINREG:EXT;мягкосердечие;50.264;1.0
EMO_ML:LINREG:EXT;внушительный;50.2445;1.0
EMO_ML:LINREG:EXT;куртуазный;50.2294;1.0
EMO_ML:LINREG:EXT;кайф;50.1329;1.0
EMO_ML:LINREG:EXT;рачительность;50.0066;1.0
EMO_ML:LINREG:EXT;лето;49.9786;1.0
EMO_ML:LINREG:EXT;слащавый;49.9364;1.0
EMO_ML:LINREG:EXT;потолочный;49.9041;1.0
EMO_ML:LINREG:EXT;восхищенный;49.8224;1.0
EMO_ML:LINREG:EXT;благодушие;49.8024;1.0
EMO_ML:LINREG:EXT;сановитый;49.5302;1.0
EMO_ML:LINREG:EXT;альтруистичность;49.5301;1.0
EMO_ML:LINREG:EXT;папа;49.4855;1.0
EMO_ML:LINREG:EXT;теплоход;49.4473;1.0
EMO_ML:LINREG:EXT;радостный;49.4315;1.0
EMO_ML:LINREG:EXT;мастерский;49.4015;1.0
EMO_ML:LINREG:EXT;полюбовный;49.3164;1.0
EMO_ML:LINREG:EXT;приятной наружности;49.2782;1.0
EMO_ML:LINREG:EXT;приятной внешности;49.2782;1.0
EMO_ML:LINREG:EXT;уместный;49.2125;1.0
EMO_ML:LINREG:EXT;джем;49.1407;1.0
EMO_ML:LINREG:EXT;благоволение;49.1211;1.0
EMO_ML:LINREG:EXT;светик;49.0684;1.0
EMO_ML:LINREG:EXT;счастливый;48.9354;1.0
EMO_ML:LINREG:EXT;жизнь;48.8331;1.0
EMO_ML:LINREG:EXT;сладкий;48.7704;1.0
EMO_ML:LINREG:EXT;безотносительный;48.7419;1.0
EMO_ML:LINREG:EXT;семейство;48.6552;1.0
EMO_ML:LINREG:EXT;хороша как ангел;48.6492;1.0
EMO_ML:LINREG:EXT;хороша как день;48.6492;1.0
EMO_ML:LINREG:EXT;всё окей;48.584;1.0
EMO_ML:LINREG:EXT;апробация;48.5628;1.0
EMO_ML:LINREG:EXT;команда;48.4781;1.0
EMO_ML:LINREG:EXT;надёжность;48.4642;1.0
EMO_ML:LINREG:EXT;творчество;48.3345;1.0
EMO_ML:LINREG:EXT;круиз;48.2865;1.0
EMO_ML:LINREG:EXT;позитив;48.2748;1.0
EMO_ML:LINREG:EXT;исправный;48.0983;1.0
EMO_ML:LINREG:EXT;май;48.0391;1.0
EMO_ML:LINREG:EXT;лагерь;47.9852;1.0
EMO_ML:LINREG:EXT;мягкосердечный;47.9763;1.0
EMO_ML:LINREG:EXT;неминуемый;47.9405;1.0
EMO_ML:LINREG:EXT;благочестивый;47.9324;1.0
EMO_ML:LINREG:EXT;невозмутимый;47.9318;1.0
EMO_ML:LINREG:EXT;друзья;47.8759;1.0
EMO_ML:LINREG:EXT;единственный и неповторимый;47.8699;1.0
EMO_ML:LINREG:EXT;джентльменский;47.8292;1.0
EMO_ML:LINREG:EXT;зефир;47.7777;1.0
EMO_ML:LINREG:EXT;благополучие;47.7112;1.0
EMO_ML:LINREG:EXT;вдохновляющий;47.6238;1.0
EMO_ML:LINREG:EXT;девонька;47.5614;1.0
EMO_ML:LINREG:EXT;вкусняшка;47.3632;1.0
EMO_ML:LINREG:EXT;телячьи нежности;47.334;1.0
EMO_ML:LINREG:EXT;сногсшибательный;47.3008;1.0
EMO_ML:LINREG:EXT;заслуживающий;47.2691;1.0
EMO_ML:LINREG:EXT;улыбаться;47.2564;1.0
EMO_ML:LINREG:EXT;авантажный;47.2301;1.0
EMO_ML:LINREG:EXT;щепетильный;47.2231;1.0
EMO_ML:LINREG:EXT;ошеломляющий;47.0661;1.0
EMO_ML:LINREG:EXT;праздники;46.9685;1.0
EMO_ML:LINREG:EXT;костюмный;46.8854;1.0
EMO_ML:LINREG:EXT;просто загляденье;46.7968;1.0
EMO_ML:LINREG:EXT;семьи;46.7809;1.0
EMO_ML:LINREG:EXT;выходной;46.7109;1.0
EMO_ML:LINREG:EXT;любовь;46.6017;1.0
EMO_ML:LINREG:EXT;бонтонный;46.5359;1.0
EMO_ML:LINREG:EXT;пальма первенства;46.5141;1.0
EMO_ML:LINREG:EXT;участливость;46.5119;1.0
EMO_ML:LINREG:EXT;десерт;46.51;1.0
EMO_ML:LINREG:EXT;благодарить;46.5082;1.0
EMO_ML:LINREG:EXT;пирожное;46.4896;1.0
EMO_ML:LINREG:EXT;девчурка;46.4192;1.0
EMO_ML:LINREG:EXT;герла;46.4192;1.0
EMO_ML:LINREG:EXT;щёгольской;46.3657;1.0
EMO_ML:LINREG:EXT;помощь;46.3376;1.0
EMO_ML:LINREG:EXT;весёлое;46.2754;1.0
EMO_ML:LINREG:EXT;заманчивый;46.2447;1.0
EMO_ML:LINREG:EXT;каникулы;46.2289;1.0
EMO_ML:LINREG:EXT;ладный;46.2183;1.0
EMO_ML:LINREG:EXT;амур;46.1761;1.0
EMO_ML:LINREG:EXT;добросердечность;46.1391;1.0
EMO_ML:LINREG:EXT;гармония;46.1216;1.0
EMO_ML:LINREG:EXT;праздник;46.0904;1.0
EMO_ML:LINREG:EXT;женщина;46.0654;1.0
EMO_ML:LINREG:EXT;холёный;46.0602;1.0
EMO_ML:LINREG:EXT;вкуснятина;45.8482;1.0
EMO_ML:LINREG:EXT;весна;45.8314;1.0
EMO_ML:LINREG:EXT;герой;45.8258;1.0
EMO_ML:LINREG:EXT;умилённый;45.8102;1.0
EMO_ML:LINREG:EXT;образ жизни;45.7387;1.0
EMO_ML:LINREG:EXT;отдай все - да мало;45.7261;1.0
EMO_ML:LINREG:EXT;отдай все - мало;45.7261;1.0
EMO_ML:LINREG:EXT;рукоплескания;45.6605;1.0
EMO_ML:LINREG:EXT;муза;45.628;1.0
EMO_ML:LINREG:EXT;достопамятный;45.5822;1.0
EMO_ML:LINREG:EXT;громкое имя;45.5784;1.0
EMO_ML:LINREG:EXT;человек с именем;45.5784;1.0
EMO_ML:LINREG:EXT;раскрасавица;45.5339;1.0
EMO_ML:LINREG:EXT;сочувствие чужому горю;45.5302;1.0
EMO_ML:LINREG:EXT;чествование;45.497;1.0
EMO_ML:LINREG:EXT;друг;45.4896;1.0
EMO_ML:LINREG:EXT;чистый воздух;45.3259;1.0
EMO_ML:LINREG:EXT;прелюбезный;45.3112;1.0
EMO_ML:LINREG:EXT;добросердечие;45.2977;1.0
EMO_ML:LINREG:EXT;добрая;45.181;1.0
EMO_ML:LINREG:EXT;вселюбезный;45.1695;1.0
EMO_ML:LINREG:EXT;толковитый;45.1171;1.0
EMO_ML:LINREG:EXT;точёный;45.1028;1.0
EMO_ML:LINREG:EXT;родня;45.041;1.0
EMO_ML:LINREG:EXT;летние каникулы;45.0207;1.0
EMO_ML:LINREG:EXT;заботливость;44.8533;1.0
EMO_ML:LINREG:EXT;ласка;44.8102;1.0
EMO_ML:LINREG:EXT;ответственность;44.7696;1.0
EMO_ML:LINREG:EXT;милость;44.7322;1.0
EMO_ML:LINREG:EXT;достижение;44.6452;1.0
EMO_ML:LINREG:EXT;подарки;44.611;1.0
EMO_ML:LINREG:EXT;мамочка;44.5894;1.0
EMO_ML:LINREG:EXT;тепличный;44.5082;1.0
EMO_ML:LINREG:EXT;доверие;44.4607;1.0
EMO_ML:LINREG:EXT;диван;44.453;1.0
EMO_ML:LINREG:EXT;нежность;44.4466;1.0
EMO_ML:LINREG:EXT;оригинальный подарок;44.3861;1.0
EMO_ML:LINREG:EXT;крем-брюле;44.3703;1.0
EMO_ML:LINREG:EXT;несокрушимый;44.3354;1.0
EMO_ML:LINREG:EXT;прямодушный;44.2516;1.0
EMO_ML:LINREG:EXT;родственник;44.2076;1.0
EMO_ML:LINREG:EXT;чудо, как хорош;44.1994;1.0
EMO_ML:LINREG:EXT;приятность;44.0778;1.0
EMO_ML:LINREG:EXT;субтильный;44.0769;1.0
EMO_ML:LINREG:EXT;разукрашенный;44.0442;1.0
EMO_ML:LINREG:EXT;во;44.0033;1.0
EMO_ML:LINREG:EXT;другого такого поискать;44.0033;1.0
EMO_ML:LINREG:EXT;нет равного;44.0033;1.0
EMO_ML:LINREG:EXT;отцовство;43.9931;1.0
EMO_ML:LINREG:EXT;уветливый;43.9867;1.0
EMO_ML:LINREG:EXT;приветный;43.9867;1.0
EMO_ML:LINREG:EXT;жена;43.9529;1.0
EMO_ML:LINREG:EXT;юница;43.9133;1.0
EMO_ML:LINREG:EXT;виктория;43.9017;1.0
EMO_ML:LINREG:EXT;признательность;43.8854;1.0
EMO_ML:LINREG:EXT;рождение;43.8648;1.0
EMO_ML:LINREG:EXT;эйфория;43.8507;1.0
EMO_ML:LINREG:EXT;вкусное;43.8292;1.0
EMO_ML:LINREG:EXT;осанистый;43.8178;1.0
EMO_ML:LINREG:EXT;мечта;43.8101;1.0
EMO_ML:LINREG:EXT;купидон;43.7342;1.0
EMO_ML:LINREG:EXT;незыблемый;43.7104;1.0
EMO_ML:LINREG:EXT;родственники;43.6923;1.0
EMO_ML:LINREG:EXT;профессор;43.6889;1.0
EMO_ML:LINREG:EXT;сопряжение;43.6498;1.0
EMO_ML:LINREG:EXT;болезный;43.6379;1.0
EMO_ML:LINREG:EXT;доброе;43.6111;1.0
EMO_ML:LINREG:EXT;беспорочный;43.5209;1.0
EMO_ML:LINREG:EXT;уважительность;43.4787;1.0
EMO_ML:LINREG:EXT;диковинный;43.4581;1.0
EMO_ML:LINREG:EXT;побратимство;43.4383;1.0
EMO_ML:LINREG:EXT;удача;43.3661;1.0
EMO_ML:LINREG:EXT;одоление;43.3404;1.0
EMO_ML:LINREG:EXT;яхонтовый;43.3114;1.0
EMO_ML:LINREG:EXT;женственный;43.2275;1.0
EMO_ML:LINREG:EXT;отпуск;43.2169;1.0
EMO_ML:LINREG:EXT;присный;43.2039;1.0
EMO_ML:LINREG:EXT;панегирический;43.155;1.0
EMO_ML:LINREG:EXT;завершившийся успехом;43.1105;1.0
EMO_ML:LINREG:EXT;увенчавшийся успехом;43.1105;1.0
EMO_ML:LINREG:EXT;непогрешимость;43.0923;1.0
EMO_ML:LINREG:EXT;здравомыслящий;43.0341;1.0
EMO_ML:LINREG:EXT;чистосердечный;42.9876;1.0
EMO_ML:LINREG:EXT;неглупый;42.9574;1.0
EMO_ML:LINREG:EXT;грациозный;42.9535;1.0
EMO_ML:LINREG:EXT;апофеоз;42.9468;1.0
EMO_ML:LINREG:EXT;впечатляющий;42.9078;1.0
EMO_ML:LINREG:EXT;верность;42.9059;1.0
EMO_ML:LINREG:EXT;агапэ;42.9053;1.0
EMO_ML:LINREG:EXT;лобзание;42.8796;1.0
EMO_ML:LINREG:EXT;высокоразвитый;42.8329;1.0
EMO_ML:LINREG:EXT;щегольской;42.6596;1.0
EMO_ML:LINREG:EXT;путешествие;42.5618;1.0
EMO_ML:LINREG:EXT;желанная;42.5319;1.0
EMO_ML:LINREG:EXT;ненаглядная;42.5319;1.0
EMO_ML:LINREG:EXT;отвязка;42.5182;1.0
EMO_ML:LINREG:EXT;ёлка;42.4535;1.0
EMO_ML:LINREG:EXT;великодушный;42.2803;1.0
EMO_ML:LINREG:EXT;приятельство;42.1027;1.0
EMO_ML:LINREG:EXT;точеный;41.98;1.0
EMO_ML:LINREG:EXT;знание;41.9556;1.0
EMO_ML:LINREG:EXT;занимательный;41.8117;1.0
EMO_ML:LINREG:EXT;цвета шоколада;41.7996;1.0
EMO_ML:LINREG:EXT;йогурт;41.7768;1.0
EMO_ML:LINREG:EXT;неординарный;41.7024;1.0
EMO_ML:LINREG:EXT;благо;41.6429;1.0
EMO_ML:LINREG:EXT;филигранный;41.6359;1.0
EMO_ML:LINREG:EXT;нехилый;41.6329;1.0
EMO_ML:LINREG:EXT;беззаветный;41.5426;1.0
EMO_ML:LINREG:EXT;чудный;41.5359;1.0
EMO_ML:LINREG:EXT;гризетка;41.454;1.0
EMO_ML:LINREG:EXT;шихта;41.454;1.0
EMO_ML:LINREG:EXT;гарна дивчина;41.454;1.0
EMO_ML:LINREG:EXT;эколог;41.4203;1.0
EMO_ML:LINREG:EXT;приз;41.4004;1.0
EMO_ML:LINREG:EXT;здоровый образ жизни;41.3856;1.0
EMO_ML:LINREG:EXT;умиление;41.3815;1.0
EMO_ML:LINREG:EXT;подспорье;41.2957;1.0
EMO_ML:LINREG:EXT;рождения;41.2803;1.0
EMO_ML:LINREG:EXT;неоцененный;41.2514;1.0
EMO_ML:LINREG:EXT;долговечный;41.2456;1.0
EMO_ML:LINREG:EXT;блеск;41.2456;1.0
EMO_ML:LINREG:EXT;удовлетворение;41.186;1.0
EMO_ML:LINREG:EXT;чудесное;41.1571;1.0
EMO_ML:LINREG:EXT;взаимопонимание;41.1565;1.0
EMO_ML:LINREG:EXT;спорт;41.1561;1.0
EMO_ML:LINREG:EXT;братание;41.1275;1.0
EMO_ML:LINREG:EXT;производительный;41.1114;1.0
EMO_ML:LINREG:EXT;сладкое;41.0922;1.0
EMO_ML:LINREG:EXT;предрасположение;41.0784;1.0
EMO_ML:LINREG:EXT;родные;41.0742;1.0
EMO_ML:LINREG:EXT;приятство;41.0479;1.0
EMO_ML:LINREG:EXT;короткое знакомство;41.0332;1.0
EMO_ML:LINREG:EXT;лидер;41.0272;1.0
EMO_ML:LINREG:EXT;благодать;40.9928;1.0
EMO_ML:LINREG:EXT;эклер;40.9846;1.0
EMO_ML:LINREG:EXT;домик;40.9796;1.0
EMO_ML:LINREG:EXT;выходные;40.9348;1.0
EMO_ML:LINREG:EXT;поэтический;40.9316;1.0
EMO_ML:LINREG:EXT;фрекен;40.9137;1.0
EMO_ML:LINREG:EXT;фрейлейн;40.9137;1.0
EMO_ML:LINREG:EXT;ободрительный;40.9123;1.0
EMO_ML:LINREG:EXT;сочувственный;40.8286;1.0
EMO_ML:LINREG:EXT;плодотворный;40.8;1.0
EMO_ML:LINREG:EXT;человек;40.7511;1.0
EMO_ML:LINREG:EXT;землячество;40.7212;1.0
EMO_ML:LINREG:EXT;куклы;40.6972;1.0
EMO_ML:LINREG:EXT;информированность;40.6928;1.0
EMO_ML:LINREG:EXT;милота;40.6853;1.0
EMO_ML:LINREG:EXT;на ять;40.6539;1.0
EMO_ML:LINREG:EXT;круто;40.6415;1.0
EMO_ML:LINREG:EXT;июнь;40.5757;1.0
EMO_ML:LINREG:EXT;карусель;40.5125;1.0
EMO_ML:LINREG:EXT;развитие;40.5048;1.0
EMO_ML:LINREG:EXT;пристойный;40.4974;1.0
EMO_ML:LINREG:EXT;шмакодявка;40.4792;1.0
EMO_ML:LINREG:EXT;солнышко;40.4565;1.0
EMO_ML:LINREG:EXT;какао;40.4359;1.0
EMO_ML:LINREG:EXT;близкий;40.4292;1.0
EMO_ML:LINREG:EXT;родная;40.4101;1.0
EMO_ML:LINREG:EXT;месяц;40.2855;1.0
EMO_ML:LINREG:EXT;комфорт;40.2723;1.0
EMO_ML:LINREG:EXT;надёжный;40.1725;1.0
EMO_ML:LINREG:EXT;безе;40.1427;1.0
EMO_ML:LINREG:EXT;непоколебимый;40.1245;1.0
EMO_ML:LINREG:EXT;свежий;40.1182;1.0
EMO_ML:LINREG:EXT;даровитый;40.1149;1.0
EMO_ML:LINREG:EXT;добросовестный;40.1005;1.0
EMO_ML:LINREG:EXT;самопроизвольный;40.07;1.0
EMO_ML:LINREG:EXT;приманчивый;39.9859;1.0
EMO_ML:LINREG:EXT;восхищение;39.9734;1.0
EMO_ML:LINREG:EXT;глазурь;39.9178;1.0
EMO_ML:LINREG:EXT;солнечный;39.8028;1.0
EMO_ML:LINREG:EXT;спасибо;39.7986;1.0
EMO_ML:LINREG:EXT;молодость;39.711;1.0
EMO_ML:LINREG:EXT;баснословный;39.6972;1.0
EMO_ML:LINREG:EXT;красота;39.6629;1.0
EMO_ML:LINREG:EXT;развлечение;39.6551;1.0
EMO_ML:LINREG:EXT;совет;39.5976;1.0
EMO_ML:LINREG:EXT;нарядность;39.5774;1.0
EMO_ML:LINREG:EXT;март;39.5745;1.0
EMO_ML:LINREG:EXT;попсовый;39.557;1.0
EMO_ML:LINREG:EXT;сирень;39.5456;1.0
EMO_ML:LINREG:EXT;недюжинный;39.5376;1.0
EMO_ML:LINREG:EXT;любимая;39.5372;1.0
EMO_ML:LINREG:EXT;успех;39.5305;1.0
EMO_ML:LINREG:EXT;чинный;39.5178;1.0
EMO_ML:LINREG:EXT;теплота;39.504;1.0
EMO_ML:LINREG:EXT;похвальный;39.4897;1.0
EMO_ML:LINREG:EXT;няшный;39.4506;1.0
EMO_ML:LINREG:EXT;окружающая среда;39.4402;1.0
EMO_ML:LINREG:EXT;умная;39.4202;1.0
EMO_ML:LINREG:EXT;радостность;39.4036;1.0
EMO_ML:LINREG:EXT;пастилка;39.3859;1.0
EMO_ML:LINREG:EXT;неслыханный;39.3508;1.0
EMO_ML:LINREG:EXT;смех;39.3285;1.0
EMO_ML:LINREG:EXT;лайнер;39.3158;1.0
EMO_ML:LINREG:EXT;Новый год;39.3069;1.0
EMO_ML:LINREG:EXT;август;39.3014;1.0
