slice;term;answer;ratio
EMOTION;аллегория;NO_DECISION;-1.0
EMOTION;аллергия;-1.0000;1.0
EMOTION;аллилуйя;PSTV;0.9091
EMOTION;алло;NEUT;1.0
EMOTION;алфавит;PSTV;1.0
EMOTION;алчность;-1.5789;1.0
EMOTION;алчный;-2.3889;1.0
EMOTION;алый;PSTV;1.0
EMOTION;альбинос;NEUT;1.0
EMOTION;альма-матер;PSTV;1.0
EMOTION;альтернатива;NO_DECISION;-1.0
EMOTION;альтруизм;2.0000;1.0
EMOTION;альтруист;1.8000;1.0
EMOTION;альфа и омега;NEUT;1.0
EMOTION;альянс;2.2727;1.0
EMOTION;алюминий;NEUT;1.0
EMOTION;аляповатый;-1.0714;1.0
EMOTION;амбассадор;PSTV;1.0
EMOTION;амбициозный;1.5000;1.0
EMOTION;амбиция;NO_DECISION;-1.0
EMOTION;американский народ;NEUT;1.0
EMOTION;американское консульство;NEUT;1.0
EMOTION;амнезия;-1.5556;0.9091
EMOTION;аморальный;-2.5000;1.0
EMOTION;амплуа;NEUT;1.0
EMOTION;амфетамин;-2.5833;0.9
EMOTION;анализатор;NEUT;1.0
EMOTION;аналог;NEUT;1.0
EMOTION;аналогичный;NEUT;1.0
EMOTION;анахронизм;NEUT;1.0
EMOTION;ангар;NEUT;1.0
EMOTION;ангел;2.4783;1.0
EMOTION;ангельская внешность;2.0000;1.0
EMOTION;ангельское терпение;2.2500;0.9
EMOTION;аниматор;2.0000;0.8889
EMOTION;аннулировать;-1.0000;0.8421
EMOTION;аномалия;-2.0909;1.0
EMOTION;анонс;NEUT;1.0
EMOTION;анорексия;-2.3333;1.0
EMOTION;антенна;NEUT;1.0
EMOTION;антивирус;1.6000;1.0
EMOTION;антигерой;-2.3000;1.0
EMOTION;антидот;1.9000;1.0
EMOTION;антиквариат;NEUT;1.0
EMOTION;антипод;NGTV;1.0
EMOTION;антисемитизм;NGTV;1.0
EMOTION;аншлаг;2.0000;0.85
EMOTION;апартамент;NEUT;1.0
EMOTION;апартеид;-2.1000;1.0
EMOTION;апатия;NGTV;0.7143
EMOTION;апеллировать;NEUT;1.0
EMOTION;апелляция;NEUT;0.6875
EMOTION;аплодировать;1.9000;1.0
EMOTION;аплодисменты;2.0526;1.0
EMOTION;апломб;NGTV;1.0
EMOTION;апогей;3.0000;1.0
EMOTION;апокалипсис;-3.0000;1.0
EMOTION;аппетит;PSTV;0.9091
EMOTION;априори;NEUT;0.9773
EMOTION;арабский;PSTV;1.0
EMOTION;арбуз;PSTV;0.9091
EMOTION;аргумент;1.6364;0.7143
EMOTION;ареал;NEUT;1.0
EMOTION;аренда;PSTV;1.0
EMOTION;арендовать;NEUT;1.0
EMOTION;аромат;2.5000;0.9565
EMOTION;аромат кофе;2.1000;1.0
EMOTION;ароматный;2.2727;1.0
EMOTION;артистический;1.9167;1.0
EMOTION;артистичный;1.7727;0.9583
EMOTION;архитектор;NO_DECISION;-1.0
EMOTION;архитектура;1.8571;0.9615
EMOTION;аршин;NEUT;1.0
EMOTION;асессор;NEUT;1.0
EMOTION;асоциальный;-1.0909;1.0
EMOTION;аспект;NEUT;1.0
EMOTION;аспид;-2.3000;1.0
EMOTION;ассимиляция;NEUT;1.0
EMOTION;ассистент;PSTV;0.9167
EMOTION;ассоциация;NEUT;1.0
EMOTION;ассоциировать;NEUT;1.0
EMOTION;асфальт;NEUT;1.0
EMOTION;атака;NGTV;1.0
EMOTION;ателье;1.3000;1.0
EMOTION;атлас;NO_DECISION;-1.0
EMOTION;атмосфера праздника;2.6250;1.0
EMOTION;атмосферный;PSTV;0.8
EMOTION;атташе;NEUT;1.0
EMOTION;аттестат;PSTV;1.0
EMOTION;аттракцион;2.5455;1.0
EMOTION;аукцион;PSTV;1.0
EMOTION;аура;NEUT;1.0
EMOTION;аутист;-1.4118;1.0
EMOTION;аутсайдер;-1.5000;1.0
EMOTION;афера;-2.0000;1.0
EMOTION;ахиллесова пята;-1.7000;0.9211
EMOTION;бабник;-2.3636;0.8667
EMOTION;бабочка;1.6842;0.9333
EMOTION;бабушка;2.0000;1.0
EMOTION;бабушкины сказки;2.0000;0.8947
EMOTION;бабье лето;2.0909;0.9286
EMOTION;багаж;NEUT;1.0
EMOTION;багаж знаний;2.1000;1.0
EMOTION;багровый;NEUT;1.0
EMOTION;багряный;NEUT;1.0
EMOTION;байкер;NEUT;1.0
EMOTION;балагур;PSTV;0.9412
EMOTION;балалайка;NEUT;1.0
EMOTION;баланс;NEUT;0.6875
EMOTION;балбес;-1.0000;1.0
EMOTION;балда;-1.4545;1.0
EMOTION;балдахин;NEUT;1.0
EMOTION;балдёж;2.7000;1.0
EMOTION;балет;1.5000;0.88
EMOTION;баллада;1.0000;1.0
EMOTION;балованный;-1.4615;0.7333
EMOTION;бальзаковский возраст;NEUT;0.8125
EMOTION;бальзам на душу;2.4400;1.0
EMOTION;банк;NEUT;1.0
EMOTION;банкомат;NEUT;1.0
EMOTION;бантик;1.0000;1.0
EMOTION;баня;NO_DECISION;-1.0
EMOTION;барабан;NEUT;1.0
EMOTION;барахлит;-1.1818;1.0
EMOTION;баржа;PSTV;1.0
EMOTION;барин;PSTV;1.0
EMOTION;бархат;PSTV;0.7692
EMOTION;бархатный;2.5000;1.0
EMOTION;барышник;NEUT;1.0
EMOTION;барьер;NEUT;1.0
EMOTION;баскетбол;2.0909;0.9412
EMOTION;бассейн;1.9000;1.0
EMOTION;батыр;PSTV;1.0
EMOTION;бег;1.7273;1.0
EMOTION;беглый преступник;-2.0976;1.0
EMOTION;беда;-1.4500;1.0
EMOTION;беден как церковная крыса;-2.5238;1.0
EMOTION;бедная девушка;-1.3333;1.0
EMOTION;бедный;-1.5000;0.6818
EMOTION;бедственный;-2.1111;1.0
EMOTION;бежать, как от чумы;-2.0000;1.0
EMOTION;без задних ног (спать);NEUT;0.6957
EMOTION;без напряга;1.6842;1.0
EMOTION;без оглядки;NEUT;0.9474
EMOTION;без подвоха;1.8000;0.8333
EMOTION;без сучка, без задоринки;2.2500;1.0
EMOTION;без труда не вытянешь и рыбку из пруда;1.6667;1.0
EMOTION;без царя в голове;-1.5000;1.0
EMOTION;безбашенный;2.8000;0.8824
EMOTION;безбоязненный;2.3000;1.0
EMOTION;безвестный;NEUT;1.0
EMOTION;безвкусица;-1.5556;1.0
EMOTION;безвкусный;NEUT;1.0
EMOTION;безволосый;NEUT;0.7692
EMOTION;безвольный;-1.5455;1.0
EMOTION;безвредный;2.0000;1.0
EMOTION;безвременная смерть;-1.7273;1.0
EMOTION;безвыходнoe положение;-2.0556;1.0
EMOTION;безграничная любовь;PSTV;1.0
EMOTION;безграничное счастье;PSTV;1.0
EMOTION;безграничные возможности;PSTV;1.0
EMOTION;безграничный простор;PSTV;1.0
EMOTION;безгрешно;1.7273;1.0
EMOTION;бездарный;-2.3636;1.0
EMOTION;безделье;-1.4000;1.0
EMOTION;бездельник;-1.5385;1.0
EMOTION;бездельничать;-2.0000;1.0
EMOTION;бездомный;-1.8333;1.0
EMOTION;бездонные глаза;2.0000;1.0
EMOTION;бездорожье;-2.1000;1.0
EMOTION;бездуховность;-1.5833;1.0
EMOTION;бездушный;-2.1538;1.0
EMOTION;безжалостный;-2.4348;1.0
EMOTION;беззаконный;-2.3810;1.0
EMOTION;беззащитность;-1.5455;1.0
EMOTION;безмерное уважение;2.0800;1.0
EMOTION;безмозглый;-2.3636;1.0
EMOTION;безнадёжный;-2.1739;1.0
EMOTION;безоблачный;1.0000;1.0
EMOTION;безобразие;-1.5417;1.0
EMOTION;безобразный;-1.7500;0.9091
EMOTION;безопасная дорога;2.2000;1.0
EMOTION;безопасность;2.0000;1.0
EMOTION;безопасный;2.5000;1.0
EMOTION;безответная любовь;-2.4444;1.0
EMOTION;безответственный;-2.0000;1.0
EMOTION;безошибочность;PSTV;1.0
EMOTION;безработица;-2.4667;1.0
EMOTION;безработный;-2.2000;1.0
EMOTION;безрассудство;-1.6364;1.0
EMOTION;безудержная радость;2.2727;1.0
EMOTION;безукоризненная честность;1.6000;1.0
EMOTION;безумие;NGTV;1.0
EMOTION;безумно;2.9231;1.0
EMOTION;безумный;-1.7273;1.0
EMOTION;безупречный;2.5833;1.0
EMOTION;безызвестный;NEUT;1.0
EMOTION;безынициативный;-1.5500;1.0
EMOTION;безынтересный;-1.2727;1.0
EMOTION;безысходность;-2.2000;1.0
EMOTION;безэмоциональный;NEUT;0.9655
EMOTION;бейджик;NEUT;1.0
EMOTION;белая горячка;-2.4762;1.0
EMOTION;белены объелся;-2.6364;1.0
EMOTION;белены объесться;-1.9231;1.0
EMOTION;белка;1.5000;1.0
EMOTION;белоснежные облака;2.0000;1.0
EMOTION;бельмо на глазу;-1.4118;1.0
EMOTION;бельё;1.8000;0.7143
EMOTION;бензин;NEUT;1.0
EMOTION;берегиня;PSTV;1.0
EMOTION;бередить старые раны;-1.5000;1.0
EMOTION;бережливый;1.5455;1.0
EMOTION;бережный;1.6250;1.0
EMOTION;берёза;PSTV;0.9375
EMOTION;беременная;PSTV;1.0
EMOTION;беречь;1.8000;1.0
EMOTION;беречь как зеницу ока;2.1000;0.9545
EMOTION;берёзка;PSTV;1.0
EMOTION;беседа;2.0000;1.0
EMOTION;беситься с жиру;-1.9600;1.0
EMOTION;бесконечная любовь;2.1818;1.0
EMOTION;бесконечность;NEUT;0.9231
EMOTION;бесконечный;NEUT;1.0
EMOTION;бескорыстие;2.3000;1.0
EMOTION;бескорыстная помощь;2.2000;1.0
EMOTION;бескорыстный;2.0000;1.0
EMOTION;бескрайний;NEUT;1.0
EMOTION;бесплатный сыр;-1.6364;0.9063
EMOTION;беспокоиться;-1.1000;1.0
EMOTION;беспокойная ночь;-1.1818;1.0
EMOTION;бесполезная;-1.4583;1.0
EMOTION;бесполезная борьба;-1.5200;1.0
EMOTION;беспорядочный;-1.4000;1.0
EMOTION;беспощадные глаза;-1.4211;1.0
EMOTION;беспредельщик;-2.1818;1.0
EMOTION;беспринципность;-1.6000;1.0
EMOTION;беспринципный;-1.7826;1.0
EMOTION;бессердечный;-1.7273;1.0
EMOTION;бессмертие;PSTV;1.0
EMOTION;бессмысленное существование;-2.6364;1.0
EMOTION;бессовестный;-2.0000;1.0
EMOTION;бессонница;-1.5714;1.0
EMOTION;бесспорно;PSTV;1.0
EMOTION;бесстрашный;2.5455;1.0
EMOTION;бестактный;NGTV;1.0
EMOTION;бестия;-2.5000;1.0
EMOTION;бестселлер;1.9412;1.0
EMOTION;бесчисленный;NEUT;1.0
EMOTION;бетон;NEUT;1.0
EMOTION;бетонный;NEUT;1.0
EMOTION;бечёвка;NEUT;1.0
EMOTION;бешеный;-2.2308;1.0
EMOTION;бешеных денег стоит;-1.7632;1.0
EMOTION;библиотека;1.7857;0.9333
EMOTION;бигуди;NEUT;1.0
EMOTION;бижутерия;2.1000;1.0
EMOTION;бизнес;NO_DECISION;-1.0
EMOTION;бизнесмен;1.6364;1.0
EMOTION;билет;NEUT;1.0
EMOTION;бинго;PSTV;1.0
EMOTION;биология;1.6000;0.963
EMOTION;биосфера;PSTV;1.0
EMOTION;биржа;NEUT;1.0
EMOTION;бирюза;PSTV;1.0
EMOTION;бирюзовый;1.8333;1.0
EMOTION;битый час;-1.9231;0.9231
EMOTION;бить баклуши;-1.5882;0.98
EMOTION;биться как рыба об лёд;NGTV;0.9524
EMOTION;бичевать;-2.0000;1.0
EMOTION;благая цель;1.8889;1.0
EMOTION;благие побуждения;1.5833;1.0
EMOTION;благие цели;2.3000;1.0
EMOTION;благо;2.0556;1.0
EMOTION;благоволение;1.6400;1.0
EMOTION;благоговение;PSTV;1.0
EMOTION;благоговеть;2.4167;1.0
EMOTION;благодарить;2.2500;1.0
EMOTION;благодарность;2.0000;1.0
EMOTION;благодарный;2.5238;1.0
EMOTION;благодарственный;2.2727;1.0
EMOTION;благодарствовать;2.0000;1.0
EMOTION;благодарю;1.9000;1.0
EMOTION;благодаря;2.0000;0.9375
EMOTION;благодатная почва;1.8750;1.0
EMOTION;благодать;2.3636;1.0
EMOTION;благоденствие;2.0000;1.0
EMOTION;благодушный;2.0000;1.0
EMOTION;благой;2.4000;1.0
EMOTION;благолепие;2.0909;1.0
EMOTION;благополучие;2.2400;1.0
EMOTION;благополучно;2.0000;1.0
EMOTION;благополучный;2.0000;1.0
EMOTION;благородие;2.0000;1.0
EMOTION;благородное сердце;2.1429;1.0
EMOTION;благородные поступки;2.5000;1.0
EMOTION;благородные цели;PSTV;1.0
EMOTION;благородный;2.0000;0.9444
EMOTION;благородство;1.8182;1.0
EMOTION;благословение;PSTV;1.0
EMOTION;благословить;2.3158;1.0
EMOTION;благословлять;PSTV;1.0
EMOTION;благословляться;PSTV;0.8571
EMOTION;благосостояние;PSTV;1.0
EMOTION;благосостоятельный;2.2273;1.0
EMOTION;благотворение;2.0000;1.0
EMOTION;благотворительность;2.1667;1.0
EMOTION;благотворительный;2.4545;1.0
EMOTION;благотворный;2.3478;1.0
EMOTION;благоухать;1.9091;1.0
EMOTION;благоухающий;1.7778;1.0
EMOTION;благочестие;PSTV;1.0
EMOTION;блаженный;2.5200;1.0
EMOTION;блаженство;2.7273;1.0
EMOTION;блажь;-1.0000;1.0
EMOTION;блеснуть;2.4000;1.0
EMOTION;блестеть;PSTV;1.0
EMOTION;блестит;NEUT;1.0
EMOTION;блестящая победа;3.0000;1.0
EMOTION;блестящая репутация;2.6250;1.0
EMOTION;блестящий;2.0769;0.9231
EMOTION;ближе к делу;NEUT;0.7193
EMOTION;ближний;1.5882;0.9167
EMOTION;близкие друзья;2.7273;1.0
EMOTION;близкие отношения;2.0000;1.0
EMOTION;близкий;2.2727;1.0
EMOTION;близкий друг;2.1290;1.0
EMOTION;близкий по духу человек;2.6000;1.0
EMOTION;близлежащий;NEUT;0.9167
EMOTION;близнец;1.6000;1.0
EMOTION;блины;2.4167;1.0
EMOTION;блистательный;2.5217;1.0
EMOTION;блистать;2.5000;0.9091
EMOTION;блистать красотой;PSTV;1.0
EMOTION;блокнот;NEUT;1.0
EMOTION;блошиный рынок;NEUT;0.9286
EMOTION;блудная дочь;-1.9000;1.0
EMOTION;блуждать в потёмках;-1.7000;0.8696
EMOTION;богатая история;1.5000;0.9167
EMOTION;богатство;2.4400;0.9545
EMOTION;богатый;2.0909;1.0
EMOTION;богатый выбор;2.5000;0.8125
EMOTION;богатый урожай;2.4706;1.0
EMOTION;богатырь;2.6000;1.0
EMOTION;богиня;2.4286;1.0
EMOTION;бодрость;2.1429;1.0
EMOTION;бодрый голос;2.3333;1.0
EMOTION;бодрящий воздух;PSTV;1.0
EMOTION;боевое крещение;PSTV;0.7059
EMOTION;боевой дух;PSTV;1.0
EMOTION;боевой настрой;2.0000;1.0
EMOTION;божий одуванчик;1.9091;0.9565
EMOTION;бок о бок;NEUT;1.0
EMOTION;боковой;NEUT;1.0
EMOTION;болезнь;-1.5000;1.0
EMOTION;болельщик;PSTV;1.0
EMOTION;болеть;-2.3636;1.0
EMOTION;болотный;NEUT;0.7143
EMOTION;болото;NEUT;0.9091
EMOTION;болтаться без дела;-1.3000;0.8889
EMOTION;боль;-1.5000;1.0
EMOTION;больная тема;-1.9000;1.0
EMOTION;больно;NGTV;1.0
EMOTION;больное место;-1.8333;1.0
EMOTION;больной;-1.4000;0.963
EMOTION;больной вопрос;-2.0000;0.9778
EMOTION;больной на всю голову;-1.5000;1.0
EMOTION;большая радость;3.0000;1.0
EMOTION;большая семья;1.8000;1.0
EMOTION;большое спасибо;2.4091;1.0
EMOTION;бомба;-2.9000;0.9091
EMOTION;бонус;2.3333;1.0
EMOTION;бор;PSTV;1.0
EMOTION;бордовый;1.9000;0.9091
EMOTION;бордюр;NEUT;1.0
EMOTION;борт шаттла;NEUT;1.0
EMOTION;бортовой компьютер;NEUT;1.0
EMOTION;борщ;PSTV;1.0
EMOTION;босые ножки;NEUT;1.0
EMOTION;ботан;-1.2000;1.0
EMOTION;ботаника;1.5000;1.0
EMOTION;бояться;-2.1667;0.9167
EMOTION;бояться собственной тени;-1.5652;1.0
EMOTION;брависсимо;2.0000;1.0
EMOTION;браво;2.4000;1.0
EMOTION;брадобрей;1.0000;1.0
EMOTION;брак;1.5000;1.0
EMOTION;бранить;-1.6667;1.0
EMOTION;брань;-1.6000;1.0
EMOTION;брат;2.5000;0.8462
EMOTION;братан;PSTV;1.0
EMOTION;братство;2.0000;1.0
EMOTION;брать;1.3000;1.0
EMOTION;брать за душу;PSTV;0.6923
EMOTION;брать количеством;NEUT;1.0
EMOTION;брать на испуг, Брать на пушку;-1.5000;0.8889
EMOTION;брать под крыло;1.5417;0.9333
EMOTION;браться за ум;1.9375;1.0
EMOTION;бред сивой кобылы;-1.4500;1.0
EMOTION;брезгливо;-1.8182;1.0
EMOTION;бремя;-1.0000;0.7083
EMOTION;бренчать;NEUT;0.8333
EMOTION;бриллиант;PSTV;1.0
EMOTION;брифинг;NEUT;1.0
EMOTION;бро;2.6000;0.9167
EMOTION;бровью не повёл;NEUT;0.6739
EMOTION;бронзовый;NEUT;1.0
EMOTION;броня;1.5333;1.0
EMOTION;бросать камни в чей-л огород;-1.6250;1.0
EMOTION;бросать слова на ветер;-1.3571;1.0
EMOTION;бросаться в глаза;NEUT;0.973
EMOTION;бросить в беде;-2.4000;1.0
EMOTION;бросок;NEUT;1.0
EMOTION;брошенность;-1.7500;1.0
EMOTION;брошюра;PSTV;1.0
EMOTION;брусчатка;NEUT;1.0
EMOTION;брутальный;1.2667;0.9487
EMOTION;брызгать слюной;-1.4500;1.0
EMOTION;брызги;NEUT;1.0
EMOTION;брюки;NEUT;1.0
EMOTION;брюнетка;1.2000;1.0
EMOTION;будильник;NEUT;1.0
EMOTION;будто;NEUT;1.0
EMOTION;будущая неделя;NEUT;1.0
EMOTION;будущее;PSTV;0.9091
EMOTION;будьте добры;2.0000;1.0
EMOTION;будьте так любезны;1.8000;1.0
EMOTION;буйная шевелюра;NEUT;1.0
EMOTION;буква;NEUT;1.0
EMOTION;букет;2.4000;1.0
EMOTION;бумага;NEUT;1.0
EMOTION;бумаги;NEUT;1.0
EMOTION;бумажная работа;NEUT;1.0
EMOTION;бумеранг;NEUT;0.7368
EMOTION;буран;-1.6667;1.0
EMOTION;бургер;NO_DECISION;-1.0
EMOTION;буркнуть;-1.0000;1.0
EMOTION;буря;-2.0909;1.0
EMOTION;бухгалтер;1.0000;1.0
EMOTION;бывает;NEUT;1.0
EMOTION;бывший;NEUT;0.9375
EMOTION;быдло;-2.2727;1.0
EMOTION;была б моя воля/будь моя воля;NEUT;0.95
EMOTION;было;NEUT;1.0
EMOTION;быльём поросло;NEUT;1.0
EMOTION;быстро;1.4545;0.8333
EMOTION;быстро схватывает;2.3000;1.0
EMOTION;быстрое решение;2.0769;1.0
EMOTION;быть;NEUT;1.0
EMOTION;быть в восторге;PSTV;1.0
EMOTION;быть в фаворе;1.5000;1.0
EMOTION;быть верным своему слову;2.0000;1.0
EMOTION;быть знакомым;1.4000;1.0
EMOTION;быть может;PSTV;1.0
EMOTION;быть не в своей тарелке;-1.0714;1.0
EMOTION;бычий;NEUT;1.0
EMOTION;бьёт дрожь;-1.0000;1.0
EMOTION;бюджет;NEUT;1.0
EMOTION;бюллетень;NEUT;1.0
EMOTION;бяка;-1.1667;1.0
EMOTION;в;NEUT;1.0
EMOTION;в (не) лучшей форме;-1.0000;0.8611
EMOTION;в бегах;-1.3333;0.95
EMOTION;в виду;NEUT;1.0
EMOTION;в глубь;NEUT;1.0
EMOTION;в зените (успеха/славы);2.4762;1.0
EMOTION;в идиотском положении;-1.6522;1.0
EMOTION;в каждой бочке затычка;-1.2000;0.9167
EMOTION;в качестве;NEUT;1.0
EMOTION;в конце концов;NEUT;1.0
EMOTION;в общем;NEUT;1.0
EMOTION;в отличие от;NEUT;1.0
EMOTION;в первый раз;PSTV;1.0
EMOTION;в печёнках сидеть;-2.3333;1.0
EMOTION;в подмётки не годится;-2.2000;0.9524
EMOTION;в прекрасной форме;2.6087;1.0
EMOTION;в принципе;NEUT;1.0
EMOTION;в разумных пределах;1.5000;0.9032
EMOTION;в расцвете;1.8571;1.0
EMOTION;в роде;NEUT;1.0
EMOTION;в скором времени;NEUT;1.0
EMOTION;в случае;NEUT;1.0
EMOTION;в сто раз лучше/хуже;NEUT;0.6957
EMOTION;в течение;NEUT;1.0
EMOTION;в том случае, когда;NEUT;1.0
EMOTION;в том числе;NEUT;1.0
EMOTION;в четырёх стенах;-1.3636;0.9375
EMOTION;в шею гнать;-1.6364;1.0
EMOTION;в этом случае;NEUT;1.0
EMOTION;вавилонское столпотворение;NGTV;0.9231
EMOTION;вагон;NEUT;1.0
EMOTION;важная персона;NEUT;1.0
EMOTION;важная работа;1.7273;1.0
EMOTION;вакансия;NEUT;1.0
EMOTION;валить в одну кучу;-1.4000;0.9048
EMOTION;валить с больной головы на здоровую;-1.5000;1.0
EMOTION;валять дурака;-1.6364;0.9394
EMOTION;вандализм;-2.3636;1.0
EMOTION;ваниль;2.2000;1.0
EMOTION;ваньку валять;-1.1000;1.0
EMOTION;варваризм;-2.6429;1.0
EMOTION;варежка;1.7500;1.0
EMOTION;вареник;1.7857;1.0
EMOTION;варенье;2.2000;1.0
EMOTION;вариативный;NEUT;1.0
EMOTION;вариться в собственном соку;-1.9000;0.6944
EMOTION;варьироваться;NEUT;1.0
EMOTION;варёная говядина;NEUT;1.0
EMOTION;вау;PSTV;1.0
EMOTION;вашими молитвами;PSTV;0.68
EMOTION;вбить клин;-1.4000;1.0
EMOTION;вверх ногами;NEUT;1.0
