slice;term;answer;ratio
NOUN:TANGIBLE;агрегат;THING;1.0
TANGIBLE;агрегат;YES;0.9231
TANGIBLE;агрессивность;NO;1.0
TANGIBLE;агрессия;NO;1.0
TANGIBLE;агрессор;YES;0.7143
TANGIBLE;агроном;YES;1.0
TANGIBLE;адаптация;NO;1.0
NOUN:TANGIBLE;адвокат;LIFE;1.0
TANGIBLE;адвокат;YES;1.0
TANGIBLE;адекватность;NO;1.0
TANGIBLE;адепт;YES;0.7692
NOUN:TANGIBLE;администратор;LIFE;1.0
TANGIBLE;администратор;YES;1.0
NOUN:TANGIBLE;адмирал;LIFE;1.0
TANGIBLE;адмирал;YES;1.0
TANGIBLE;адрес;NO;1.0
NOUN:TANGIBLE;адресат;LIFE;0.9545
TANGIBLE;адресат;YES;1.0
TANGIBLE;ажиотаж;NO;1.0
TANGIBLE;аз;NO;1.0
TANGIBLE;азарт;NO;1.0
NOUN:TANGIBLE;аист;LIFE;1.0
TANGIBLE;аист;YES;1.0
TANGIBLE;айкидо;NO;1.0
TANGIBLE;айсберг;YES;1.0
NOUN:TANGIBLE;акация;LIFE;1.0
TANGIBLE;акация;YES;1.0
NOUN:TANGIBLE;акваланг;THING;1.0
TANGIBLE;акваланг;YES;1.0
NOUN:TANGIBLE;акварель;SUBSTANCE;0.875
TANGIBLE;акварель;YES;1.0
NOUN:TANGIBLE;аквариум;THING;1.0
TANGIBLE;аквариум;YES;1.0
TANGIBLE;аккомпанемент;NO;1.0
TANGIBLE;аккорд;NO;0.9649
NOUN:TANGIBLE;аккумулятор;THING;1.0
TANGIBLE;аккумулятор;YES;1.0
TANGIBLE;аккуратность;NO;1.0
NOUN:TANGIBLE;акробат;LIFE;1.0
TANGIBLE;акробат;YES;1.0
NOUN:TANGIBLE;аксессуар;THING;1.0
TANGIBLE;аксессуар;YES;1.0
TANGIBLE;аксиома;NO;1.0
TANGIBLE;акт;NO;1.0
TANGIBLE;актив;NO;0.8824
TANGIBLE;активация;NO;1.0
TANGIBLE;активизация;NO;1.0
NOUN:TANGIBLE;активист;LIFE;1.0
TANGIBLE;активист;YES;1.0
TANGIBLE;активность;NO;1.0
NOUN:TANGIBLE;актриса;LIFE;1.0
TANGIBLE;актриса;YES;1.0
TANGIBLE;актуальность;NO;1.0
NOUN:TANGIBLE;актёр;LIFE;1.0
TANGIBLE;актёр;YES;1.0
NOUN:TANGIBLE;акула;LIFE;1.0
TANGIBLE;акула;YES;1.0
TANGIBLE;акустика;NO;0.7273
NOUN:TANGIBLE;акушерка;LIFE;0.9091
TANGIBLE;акушерка;YES;1.0
TANGIBLE;акцент;NO;0.9231
NOUN:TANGIBLE;акционер;LIFE;1.0
TANGIBLE;акционер;YES;1.0
TANGIBLE;акция;NO;0.9333
TANGIBLE;алгоритм;NO;1.0
TANGIBLE;алебарда;YES;1.0
TANGIBLE;алиби;NO;1.0
TANGIBLE;алкоголизм;NO;1.0
NOUN:TANGIBLE;алкоголик;LIFE;1.0
TANGIBLE;алкоголик;YES;1.0
NOUN:TANGIBLE;алкоголь;SUBSTANCE;1.0
TANGIBLE;алкоголь;YES;1.0
TANGIBLE;аллегория;NO;1.0
TANGIBLE;аллергия;NO;1.0
NOUN:TANGIBLE;аллея;PLACE;1.0
TANGIBLE;аллея;YES;0.7143
TANGIBLE;аллюзия;NO;1.0
TANGIBLE;алмаз;YES;1.0
NOUN:TANGIBLE;алоэ;LIFE;1.0
TANGIBLE;алоэ;YES;1.0
NOUN:TANGIBLE;алтарь;PLACE;1.0
TANGIBLE;алтарь;YES;1.0
TANGIBLE;алфавит;NO;1.0
TANGIBLE;алчность;NO;1.0
NOUN:TANGIBLE;альбом;THING;1.0
TANGIBLE;альбом;YES;1.0
TANGIBLE;альма-матер;YES;1.0
TANGIBLE;альманах;YES;1.0
NOUN:TANGIBLE;альпинист;LIFE;1.0
TANGIBLE;альпинист;YES;1.0
TANGIBLE;альтернатива;NO;1.0
TANGIBLE;альфа;NO;1.0
TANGIBLE;альянс;NO;1.0
NOUN:TANGIBLE;алюминий;SUBSTANCE;1.0
TANGIBLE;алюминий;YES;0.9286
TANGIBLE;амазонка;YES;1.0
TANGIBLE;амбал;YES;1.0
NOUN:TANGIBLE;амбар;PLACE;1.0
TANGIBLE;амбар;YES;1.0
TANGIBLE;амбиция;NO;1.0
TANGIBLE;амбразура;YES;1.0
TANGIBLE;американец;YES;1.0
NOUN:TANGIBLE;американка;LIFE;1.0
TANGIBLE;американка;YES;1.0
TANGIBLE;аминокислота;NO;0.6818
TANGIBLE;амнистия;NO;1.0
TANGIBLE;амортизация;NO;1.0
TANGIBLE;амплитуда;NO;1.0
TANGIBLE;амплуа;NO;1.0
NOUN:TANGIBLE;ампула;THING;0.9722
TANGIBLE;ампула;YES;1.0
TANGIBLE;ампутация;NO;1.0
NOUN:TANGIBLE;амулет;THING;1.0
TANGIBLE;амулет;YES;1.0
NOUN:TANGIBLE;амуниция;THING;1.0
TANGIBLE;амуниция;YES;0.9167
NOUN:TANGIBLE;амфибия;LIFE;1.0
TANGIBLE;амфибия;YES;1.0
TANGIBLE;анализ;NO;0.7333
NOUN:TANGIBLE;аналитик;LIFE;1.0
TANGIBLE;аналитик;YES;0.9167
TANGIBLE;аналог;NO;0.7273
TANGIBLE;аналогия;NO;1.0
NOUN:TANGIBLE;ананас;THING;0.875
TANGIBLE;ананас;YES;1.0
TANGIBLE;анархия;NO;1.0
TANGIBLE;анафема;NO;1.0
NOUN:TANGIBLE;ангар;PLACE;0.9444
TANGIBLE;ангар;YES;1.0
TANGIBLE;ангел;NO;0.9231
TANGIBLE;ангина;NO;0.9091
NOUN:TANGIBLE;англичанин;LIFE;1.0
TANGIBLE;англичанин;YES;1.0
NOUN:TANGIBLE;англичанка;LIFE;1.0
TANGIBLE;англичанка;YES;1.0
TANGIBLE;андроид;NO;0.7143
TANGIBLE;анекдот;NO;1.0
TANGIBLE;анемия;NO;1.0
TANGIBLE;анестезия;NO;1.0
TANGIBLE;анимация;NO;0.9167
NOUN:TANGIBLE;анкета;THING;1.0
TANGIBLE;анкета;YES;0.9091
TANGIBLE;аннексия;NO;1.0
TANGIBLE;аннотация;NO;0.9474
TANGIBLE;аномалия;NO;0.9091
TANGIBLE;анонимность;NO;1.0
TANGIBLE;ансамбль;YES;0.875
TANGIBLE;антагонизм;NO;1.0
NOUN:TANGIBLE;антиквариат;THING;1.0
TANGIBLE;антиквариат;YES;1.0
NOUN:TANGIBLE;антилопа;LIFE;1.0
TANGIBLE;антилопа;YES;1.0
TANGIBLE;антипатия;NO;1.0
TANGIBLE;антисемитизм;NO;1.0
TANGIBLE;античность;NO;1.0
TANGIBLE;антракт;NO;0.9167
NOUN:TANGIBLE;антресоль;THING;1.0
TANGIBLE;антресоль;YES;0.9167
TANGIBLE;аорта;YES;1.0
NOUN:TANGIBLE;апартамент;PLACE;1.0
TANGIBLE;апартамент;YES;1.0
TANGIBLE;апатия;NO;1.0
TANGIBLE;апелляция;NO;1.0
NOUN:TANGIBLE;апельсин;THING;0.9643
TANGIBLE;апельсин;YES;1.0
TANGIBLE;апогей;NO;1.0
NOUN:TANGIBLE;аппарат;THING;1.0
TANGIBLE;аппарат;YES;1.0
NOUN:TANGIBLE;аппаратура;THING;1.0
TANGIBLE;аппаратура;YES;1.0
TANGIBLE;аппетит;NO;1.0
TANGIBLE;апрель;NO;1.0
NOUN:TANGIBLE;аптекарь;LIFE;1.0
TANGIBLE;аптекарь;YES;1.0
TANGIBLE;ара;YES;1.0
NOUN:TANGIBLE;араб;LIFE;1.0
TANGIBLE;араб;YES;0.9167
NOUN:TANGIBLE;арбалет;THING;1.0
TANGIBLE;арбалет;YES;1.0
TANGIBLE;арбитр;YES;0.8571
NOUN:TANGIBLE;арбуз;THING;1.0
TANGIBLE;арбуз;YES;1.0
TANGIBLE;аргумент;NO;1.0
TANGIBLE;аргументация;NO;1.0
TANGIBLE;ареал;NO;1.0
NOUN:TANGIBLE;арена;PLACE;1.0
TANGIBLE;арена;YES;1.0
TANGIBLE;аренда;NO;1.0
NOUN:TANGIBLE;арендатор;LIFE;1.0
TANGIBLE;арендатор;YES;1.0
TANGIBLE;арест;NO;1.0
NOUN:TANGIBLE;арестант;LIFE;1.0
TANGIBLE;арестант;YES;0.9091
NOUN:TANGIBLE;аристократ;LIFE;1.0
TANGIBLE;аристократ;YES;1.0
TANGIBLE;аристократия;NO;1.0
NOUN:TANGIBLE;аристократка;LIFE;1.0
TANGIBLE;аристократка;YES;0.9167
TANGIBLE;арифметика;NO;1.0
NOUN:TANGIBLE;арка;THING;1.0
TANGIBLE;арка;YES;1.0
NOUN:TANGIBLE;арматура;THING;1.0
TANGIBLE;арматура;YES;1.0
NOUN:TANGIBLE;армянин;LIFE;1.0
TANGIBLE;армянин;YES;0.9091
TANGIBLE;арсенал;YES;1.0
NOUN:TANGIBLE;артефакт;THING;1.0
TANGIBLE;артефакт;YES;1.0
NOUN:TANGIBLE;артиллерист;LIFE;1.0
TANGIBLE;артиллерист;YES;1.0
NOUN:TANGIBLE;артист;LIFE;1.0
TANGIBLE;артист;YES;1.0
NOUN:TANGIBLE;артистка;LIFE;1.0
TANGIBLE;артистка;YES;1.0
TANGIBLE;артподготовка;NO;1.0
NOUN:TANGIBLE;арфа;THING;1.0
TANGIBLE;арфа;YES;1.0
TANGIBLE;архангел;NO;0.7692
TANGIBLE;архетип;NO;1.0
NOUN:TANGIBLE;архиерей;OTHER;1.0
TANGIBLE;архиерей;YES;1.0
NOUN:TANGIBLE;архитектор;LIFE;1.0
TANGIBLE;архитектор;YES;1.0
TANGIBLE;аршин;NO;0.8824
TANGIBLE;ас;YES;0.9091
TANGIBLE;аскетизм;NO;1.0
TANGIBLE;аспект;NO;1.0
NOUN:TANGIBLE;аспирант;LIFE;0.9091
TANGIBLE;аспирант;YES;1.0
TANGIBLE;аспирантура;NO;1.0
TANGIBLE;ассимиляция;NO;1.0
NOUN:TANGIBLE;ассистент;LIFE;1.0
TANGIBLE;ассистент;YES;1.0
TANGIBLE;ассортимент;NO;1.0
TANGIBLE;ассоциация;NO;1.0
TANGIBLE;астероид;YES;1.0
TANGIBLE;астма;NO;1.0
NOUN:TANGIBLE;астролог;LIFE;1.0
TANGIBLE;астролог;YES;1.0
NOUN:TANGIBLE;астронавт;LIFE;1.0
TANGIBLE;астронавт;YES;1.0
NOUN:TANGIBLE;астроном;LIFE;1.0
TANGIBLE;астроном;YES;1.0
TANGIBLE;астрономия;NO;1.0
NOUN:TANGIBLE;асфальт;SUBSTANCE;1.0
TANGIBLE;асфальт;YES;1.0
TANGIBLE;атака;NO;1.0
NOUN:TANGIBLE;атаман;LIFE;1.0
TANGIBLE;атаман;YES;0.9091
TANGIBLE;атеизм;NO;1.0
NOUN:TANGIBLE;атеист;LIFE;1.0
TANGIBLE;атеист;YES;0.8
NOUN:TANGIBLE;атлас;THING;1.0
TANGIBLE;атлас;YES;1.0
NOUN:TANGIBLE;атлет;LIFE;1.0
TANGIBLE;атлет;YES;1.0
TANGIBLE;атмосфера;NO;0.85
TANGIBLE;атом;NO;0.8667
TANGIBLE;атрофия;NO;1.0
NOUN:TANGIBLE;аттестат;THING;1.0
TANGIBLE;аттестат;YES;1.0
TANGIBLE;аттестация;NO;1.0
TANGIBLE;аттракцион;YES;0.7333
TANGIBLE;аудиенция;NO;0.9167
NOUN:TANGIBLE;аудитория;PLACE;1.0
TANGIBLE;аудитория;YES;0.7308
TANGIBLE;аукцион;NO;1.0
TANGIBLE;аура;NO;1.0
NOUN:TANGIBLE;афганец;LIFE;1.0
TANGIBLE;афганец;YES;1.0
TANGIBLE;афера;NO;1.0
NOUN:TANGIBLE;афиша;THING;1.0
TANGIBLE;афиша;YES;1.0
TANGIBLE;афоризм;NO;1.0
NOUN:TANGIBLE;африканец;LIFE;1.0
TANGIBLE;африканец;YES;1.0
TANGIBLE;аффект;NO;1.0
NOUN:TANGIBLE;ацтек;LIFE;1.0
TANGIBLE;ацтек;YES;1.0
NOUN:TANGIBLE;аэродром;PLACE;1.0
TANGIBLE;аэродром;YES;1.0
NOUN:TANGIBLE;аэроплан;THING;1.0
TANGIBLE;аэроплан;YES;1.0
NOUN:TANGIBLE;аэропорт;PLACE;1.0
TANGIBLE;аэропорт;YES;1.0
NOUN:TANGIBLE;аэростат;THING;1.0
TANGIBLE;аэростат;YES;1.0
NOUN:TANGIBLE;баба;LIFE;1.0
TANGIBLE;баба;YES;1.0
NOUN:TANGIBLE;бабка;LIFE;1.0
TANGIBLE;бабка;YES;1.0
NOUN:TANGIBLE;бабло;THING;1.0
TANGIBLE;бабло;YES;1.0
NOUN:TANGIBLE;бабочка;LIFE;1.0
TANGIBLE;бабочка;YES;1.0
NOUN:TANGIBLE;бабуля;LIFE;1.0
TANGIBLE;бабуля;YES;1.0
NOUN:TANGIBLE;бабушка;LIFE;1.0
TANGIBLE;бабушка;YES;1.0
NOUN:TANGIBLE;багаж;THING;0.9167
TANGIBLE;багаж;YES;1.0
TANGIBLE;багажник;YES;1.0
TANGIBLE;багор;YES;1.0
NOUN:TANGIBLE;бадья;THING;1.0
TANGIBLE;бадья;YES;1.0
NOUN:TANGIBLE;база;PLACE;1.0
TANGIBLE;база;YES;0.9444
NOUN:TANGIBLE;базар;PLACE;1.0
TANGIBLE;базар;YES;1.0
TANGIBLE;базилик;YES;0.9167
TANGIBLE;базилика;YES;1.0
TANGIBLE;базирование;NO;1.0
TANGIBLE;базис;NO;0.7143
NOUN:TANGIBLE;байдарка;THING;1.0
TANGIBLE;байдарка;YES;1.0
NOUN:TANGIBLE;байк;THING;1.0
TANGIBLE;байк;YES;1.0
NOUN:TANGIBLE;бак;THING;1.0
TANGIBLE;бак;YES;1.0
NOUN:TANGIBLE;баки;THING;1.0
TANGIBLE;баки;YES;1.0
NOUN:TANGIBLE;баклажан;THING;0.8
TANGIBLE;баклажан;YES;1.0
NOUN:TANGIBLE;бакс;THING;1.0
TANGIBLE;бакс;YES;1.0
TANGIBLE;бал;NO;1.0
TANGIBLE;балаган;NO;0.9474
TANGIBLE;баланс;NO;1.0
NOUN:TANGIBLE;балахон;THING;1.0
TANGIBLE;балахон;YES;1.0
NOUN:TANGIBLE;балдахин;THING;1.0
TANGIBLE;балдахин;YES;1.0
NOUN:TANGIBLE;балерина;LIFE;1.0
TANGIBLE;балерина;YES;1.0
NOUN:TANGIBLE;балка;THING;1.0
TANGIBLE;балка;YES;1.0
NOUN:TANGIBLE;балкон;PLACE;1.0
TANGIBLE;балкон;YES;1.0
NOUN:TANGIBLE;балкончик;PLACE;1.0
TANGIBLE;балкончик;YES;1.0
TANGIBLE;балл;NO;1.0
TANGIBLE;баллада;NO;1.0
NOUN:TANGIBLE;балласт;THING;1.0
TANGIBLE;балласт;YES;1.0
NOUN:TANGIBLE;баллон;THING;1.0
TANGIBLE;баллон;YES;1.0
NOUN:TANGIBLE;баллончик;THING;1.0
TANGIBLE;баллончик;YES;1.0
TANGIBLE;баловство;NO;1.0
NOUN:TANGIBLE;бальзам;SUBSTANCE;1.0
TANGIBLE;бальзам;YES;1.0
TANGIBLE;балюстрада;YES;0.8333
NOUN:TANGIBLE;бамбук;LIFE;0.9444
TANGIBLE;бамбук;YES;1.0
NOUN:TANGIBLE;бампер;THING;1.0
TANGIBLE;бампер;YES;1.0
TANGIBLE;банальность;NO;1.0
NOUN:TANGIBLE;банан;THING;0.9091
TANGIBLE;банан;YES;1.0
NOUN:TANGIBLE;банда;LIFE;1.0
TANGIBLE;банда;YES;0.9167
NOUN:TANGIBLE;бандероль;THING;1.0
TANGIBLE;бандероль;YES;1.0
TANGIBLE;банджо;YES;1.0
NOUN:TANGIBLE;бандит;LIFE;1.0
TANGIBLE;бандит;YES;1.0
NOUN:TANGIBLE;банк;PLACE;1.0
TANGIBLE;банк;YES;1.0
NOUN:TANGIBLE;банка;THING;1.0
TANGIBLE;банка;YES;1.0
NOUN:TANGIBLE;банкир;LIFE;1.0
TANGIBLE;банкир;YES;0.9231
TANGIBLE;банкнот;YES;1.0
TANGIBLE;банкротство;NO;1.0
NOUN:TANGIBLE;баночка;THING;1.0
TANGIBLE;баночка;YES;1.0
NOUN:TANGIBLE;бант;THING;1.0
TANGIBLE;бант;YES;0.9091
NOUN:TANGIBLE;бантик;THING;1.0
TANGIBLE;бантик;YES;1.0
NOUN:TANGIBLE;банька;PLACE;1.0
TANGIBLE;банька;YES;1.0
NOUN:TANGIBLE;бар;PLACE;1.0
TANGIBLE;бар;YES;1.0
NOUN:TANGIBLE;барабан;THING;1.0
TANGIBLE;барабан;YES;1.0
NOUN:TANGIBLE;барабанщик;LIFE;1.0
TANGIBLE;барабанщик;YES;1.0
NOUN:TANGIBLE;барак;PLACE;1.0
TANGIBLE;барак;YES;1.0
NOUN:TANGIBLE;баран;LIFE;1.0
TANGIBLE;баран;YES;1.0
TANGIBLE;баранина;YES;1.0
TANGIBLE;баранка;YES;1.0
NOUN:TANGIBLE;барахло;THING;1.0
TANGIBLE;барахло;YES;0.8333
NOUN:TANGIBLE;барашек;LIFE;1.0
TANGIBLE;барашек;YES;1.0
TANGIBLE;бард;YES;1.0
NOUN:TANGIBLE;баржа;THING;0.8571
TANGIBLE;баржа;YES;1.0
NOUN:TANGIBLE;барин;LIFE;1.0
TANGIBLE;барин;YES;1.0
TANGIBLE;баритон;NO;1.0
TANGIBLE;баркас;YES;1.0
NOUN:TANGIBLE;бармен;LIFE;1.0
TANGIBLE;бармен;YES;1.0
NOUN:TANGIBLE;барометр;THING;1.0
TANGIBLE;барометр;YES;1.0
NOUN:TANGIBLE;барон;LIFE;1.0
TANGIBLE;барон;YES;1.0
NOUN:TANGIBLE;баронесса;LIFE;1.0
TANGIBLE;баронесса;YES;1.0
NOUN:TANGIBLE;баррикада;THING;1.0
TANGIBLE;баррикада;YES;1.0
NOUN:TANGIBLE;барс;LIFE;1.0
TANGIBLE;барс;YES;1.0
NOUN:TANGIBLE;бархан;PLACE;1.0
TANGIBLE;бархан;YES;0.9091
TANGIBLE;бархат;YES;0.9091
NOUN:TANGIBLE;барыня;LIFE;1.0
TANGIBLE;барыня;YES;1.0
NOUN:TANGIBLE;барышня;LIFE;1.0
TANGIBLE;барышня;YES;1.0
NOUN:TANGIBLE;барьер;THING;1.0
TANGIBLE;барьер;YES;0.9583
TANGIBLE;бас;NO;1.0
TANGIBLE;баснь;NO;1.0
TANGIBLE;басня;NO;1.0
NOUN:TANGIBLE;бассейн;PLACE;1.0
TANGIBLE;бассейн;YES;1.0
TANGIBLE;бастард;YES;1.0
TANGIBLE;бастион;YES;1.0
TANGIBLE;батальон;YES;0.9091
TANGIBLE;батарейка;YES;0.9091
NOUN:TANGIBLE;батарея;THING;1.0
TANGIBLE;батарея;YES;1.0
NOUN:TANGIBLE;батон;THING;1.0
TANGIBLE;батон;YES;1.0
NOUN:TANGIBLE;батончик;THING;1.0
TANGIBLE;батончик;YES;1.0
TANGIBLE;батрак;YES;1.0
NOUN:TANGIBLE;батька;LIFE;1.0
TANGIBLE;батька;YES;1.0
NOUN:TANGIBLE;батько;LIFE;0.9091
TANGIBLE;батько;YES;1.0
NOUN:TANGIBLE;батюшка;LIFE;1.0
TANGIBLE;батюшка;YES;1.0
NOUN:TANGIBLE;батя;LIFE;1.0
TANGIBLE;батя;YES;1.0
TANGIBLE;баул;YES;0.9231
TANGIBLE;бахвальство;NO;1.0
NOUN:TANGIBLE;бахрома;THING;1.0
TANGIBLE;бахрома;YES;1.0
NOUN:TANGIBLE;бачок;THING;1.0
TANGIBLE;бачок;YES;1.0
NOUN:TANGIBLE;башенка;THING;1.0
TANGIBLE;башенка;YES;1.0
NOUN:TANGIBLE;башка;LIFE;0.9677
TANGIBLE;башка;YES;1.0
NOUN:TANGIBLE;башмак;THING;0.9167
TANGIBLE;башмак;YES;1.0
NOUN:TANGIBLE;башмачок;THING;1.0
TANGIBLE;башмачок;YES;1.0
TANGIBLE;башня;YES;1.0
TANGIBLE;бдение;NO;0.9091
TANGIBLE;бдительность;NO;1.0
TANGIBLE;бе;NO;1.0
TANGIBLE;бег;NO;1.0
NOUN:TANGIBLE;бегемот;LIFE;1.0
TANGIBLE;бегемот;YES;1.0
NOUN:TANGIBLE;беглец;LIFE;1.0
TANGIBLE;беглец;YES;1.0
TANGIBLE;беготня;NO;0.7143
TANGIBLE;бегство;NO;1.0
NOUN:TANGIBLE;бегун;LIFE;1.0
TANGIBLE;бегун;YES;1.0
TANGIBLE;бедность;NO;1.0
TANGIBLE;бедняга;YES;1.0
TANGIBLE;бедняжка;YES;0.8333
NOUN:TANGIBLE;бедняк;LIFE;1.0
TANGIBLE;бедняк;YES;1.0
TANGIBLE;бедро;YES;1.0
NOUN:TANGIBLE;бедуин;LIFE;1.0
TANGIBLE;бедуин;YES;1.0
TANGIBLE;беженец;YES;1.0
TANGIBLE;безалаберность;NO;1.0
TANGIBLE;безбрачие;NO;1.0
TANGIBLE;безвестность;NO;1.0
TANGIBLE;безвременье;NO;1.0
TANGIBLE;безвыходность;NO;1.0
TANGIBLE;безграмотность;NO;1.0
TANGIBLE;бездарность;NO;1.0
TANGIBLE;бездействие;NO;1.0
NOUN:TANGIBLE;безделушка;THING;1.0
TANGIBLE;безделушка;YES;1.0
TANGIBLE;безделье;NO;1.0
NOUN:TANGIBLE;бездельник;LIFE;1.0
TANGIBLE;бездельник;YES;0.9286
TANGIBLE;безденежье;NO;1.0
TANGIBLE;бездна;NO;1.0
NOUN:TANGIBLE;бездорожье;PLACE;1.0
TANGIBLE;бездорожье;YES;1.0
TANGIBLE;безе;YES;1.0
TANGIBLE;беззаботность;NO;1.0
TANGIBLE;беззаконие;NO;1.0
TANGIBLE;беззащитность;NO;1.0
TANGIBLE;безлюдье;NO;0.9091
TANGIBLE;безмолвие;NO;1.0
TANGIBLE;безмятежность;NO;1.0
TANGIBLE;безнадёжность;NO;1.0
TANGIBLE;безнаказанность;NO;1.0
TANGIBLE;безнравственность;NO;1.0
TANGIBLE;безобразие;NO;0.9231
TANGIBLE;безопасность;NO;1.0
TANGIBLE;безответственность;NO;1.0
TANGIBLE;безработица;NO;1.0
TANGIBLE;безразличие;NO;1.0
TANGIBLE;безрассудство;NO;1.0
TANGIBLE;безрукавка;YES;1.0
NOUN:TANGIBLE;безумец;LIFE;1.0
TANGIBLE;безумец;YES;1.0
TANGIBLE;безумие;NO;1.0
TANGIBLE;безумство;NO;1.0
TANGIBLE;безупречность;NO;1.0
TANGIBLE;безысходность;NO;1.0
TANGIBLE;бекон;YES;1.0
NOUN:TANGIBLE;белка;LIFE;1.0
TANGIBLE;белка;YES;1.0
NOUN:TANGIBLE;белогвардеец;LIFE;1.0
TANGIBLE;белогвардеец;YES;1.0
NOUN:TANGIBLE;белок;SUBSTANCE;1.0
TANGIBLE;белок;YES;1.0
NOUN:TANGIBLE;белорус;LIFE;1.0
TANGIBLE;белорус;YES;1.0
TANGIBLE;бельмо;YES;1.0
NOUN:TANGIBLE;бельё;THING;1.0
TANGIBLE;бельё;YES;1.0
NOUN:TANGIBLE;бензин;SUBSTANCE;1.0
TANGIBLE;бензин;YES;1.0
TANGIBLE;бензоколонка;YES;1.0
NOUN:TANGIBLE;берег;PLACE;0.9167
TANGIBLE;берег;YES;1.0
TANGIBLE;бережливость;NO;1.0
NOUN:TANGIBLE;бережок;PLACE;1.0
TANGIBLE;бережок;YES;1.0
NOUN:TANGIBLE;берет;THING;1.0
TANGIBLE;берет;YES;1.0
NOUN:TANGIBLE;берлога;PLACE;1.0
TANGIBLE;берлога;YES;1.0
NOUN:TANGIBLE;берёза;LIFE;0.9577
TANGIBLE;берёза;YES;1.0
TANGIBLE;бес;NO;0.8333
TANGIBLE;беседа;NO;1.0
NOUN:TANGIBLE;беседка;PLACE;1.0
TANGIBLE;беседка;YES;1.0
TANGIBLE;бесконечность;NO;1.0
TANGIBLE;бескорыстие;NO;1.0
TANGIBLE;беспамятство;NO;1.0
TANGIBLE;беспечность;NO;1.0
TANGIBLE;бесплодие;NO;1.0
TANGIBLE;беспокойство;NO;1.0
TANGIBLE;бесполезность;NO;1.0
TANGIBLE;беспомощность;NO;1.0
TANGIBLE;беспощадность;NO;1.0
TANGIBLE;беспредел;NO;1.0
TANGIBLE;беспредельность;NO;1.0
TANGIBLE;беспристрастность;NO;1.0
TANGIBLE;бессилие;NO;1.0
TANGIBLE;бессмертие;NO;1.0
TANGIBLE;бессмысленность;NO;1.0
TANGIBLE;бессмыслица;NO;1.0
TANGIBLE;бессонница;NO;1.0
TANGIBLE;бесстрашие;NO;1.0
TANGIBLE;бесстыдство;NO;0.9091
TANGIBLE;бестактность;NO;1.0
NOUN:TANGIBLE;бестия;LIFE;1.0
TANGIBLE;бестия;YES;0.8667
TANGIBLE;бестселлер;NO;0.6818
TANGIBLE;бесценок;NO;0.9167
TANGIBLE;бесцеремонность;NO;1.0
TANGIBLE;бесчестие;NO;1.0
TANGIBLE;бесчестье;NO;1.0
TANGIBLE;бесчинство;NO;1.0
